Address,Area,Frontage,Access Road,House direction,Balcony direction,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Day
"Hà Nội, Long Biên, Nhà riêng tại đường Ngọc Lâm",126.3,,,,,,,,,50.52,7
"Hà Nội, Hai Bà Trưng, Nhà riêng tại phường Đồng Tâm",50.0,4.2,3.0,,,4,4,Have certificate,Basic,13.7,3
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Số 6",48.0,4.0,4.0,,,3,2,Have certificate,Basic,4.5,7
"Hồ Chí Minh, Quận 2, Nhà riêng tại phố Lương Định Của",140.0,,,Tây - Bắc,,3,3,,Full,49.0,7
"Hồ Chí Minh, Quận 5, Nhà riêng tại đường Trần Hưng Đạo",100.0,,,,,4,4,Have certificate,Full,14.8,10
"Hồ Chí Minh, Bình Chánh, Nhà riêng tại đường Tân Túc",175.0,4.0,4.0,,,2,2,Have certificate,,6.5,10
"Hồ Chí Minh, Bình Chánh, Nhà riêng tại xã Lê Minh Xuân",1028.0,,9.0,,,6,,Have certificate,,16.0,8
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Mã Lò",88.0,5.5,8.0,Tây - Bắc,Tây - Bắc,3,3,Have certificate,Full,8.0,9
"Hồ Chí Minh, Quận 6, Nhà riêng tại đường 2F",86.0,5.0,20.0,Đông,Tây,7,8,Have certificate,Basic,15.89,2
"Hòa Bình, Hòa Bình, Nhà riêng tại phường Thịnh Lang",152.0,6.5,,Đông - Nam,Đông - Nam,,,Have certificate,,0.05,9
"Hà Nội, Thanh Xuân, Nhà riêng tại đường Nguyễn Trãi",95.0,5.8,9.0,,,6,7,Have certificate,Full,47.8,9
"Hà Nội, Ba Đình, Nhà riêng tại đường Đội Cấn",400.0,12.0,4.0,,,6,6,Have certificate,Full,120.0,9
"Hà Nội, Hoàng Mai, Nhà riêng tại đường Nguyễn An Ninh",65.0,3.7,3.6,,,6,5,Have certificate,Basic,17.1,7
"Hà Nội, Thanh Oai, Nhà riêng tại xã Cao Viên",36.0,,,,,3,,Have certificate,,3.8,12
"Thanh Hóa, Thanh Hóa, Nhà riêng tại đường Lê Lai",176.0,9.5,15.0,Đông - Nam,Đông - Nam,8,5,Have certificate,Full,34.0,12
"Bình Thuận, La Gi, Nhà riêng tại phường Phước Hội",175.0,,,Đông - Bắc,,,,Have certificate,,1.6,6
"Kiên Giang, Phú Quốc, Nhà riêng tại đường Mạc Cửu",152.2,5.1,4.0,Đông - Bắc,Đông - Bắc,4,1,Have certificate,,4.0,12
"Hà Nội, Đống Đa, Nhà riêng tại đường Đê La Thành",32.0,5.0,3.0,,,4,5,Have certificate,Full,10.8,10
"Hồ Chí Minh, Quận 10, Nhà riêng tại đường Đồng Nai",71.2,4.3,16.0,,,12,12,Have certificate,Full,22.5,11
"Hồ Chí Minh, Bình Thạnh, Nhà riêng tại đường Nguyễn Hữu Cảnh",112.0,4.0,8.0,,,2,2,Have certificate,,25.0,4
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Số 8",50.0,,6.0,Đông - Nam,Đông - Nam,4,4,Have certificate,,5.4,11
"Hà Nội, Đống Đa, Nhà riêng tại phố Khâm Thiên",46.0,3.5,2.5,,,3,3,Have certificate,Full,8.3,14
"Hà Nội, Thanh Xuân, Nhà riêng tại đường Vũ Trọng Phụng",76.0,,,Nam,,21,21,Have certificate,Full,22.5,14
"Hà Nội, Đống Đa, Nhà riêng tại phố Chùa Bộc",105.0,5.2,,,,14,15,Have certificate,Full,36.0,17
"Hồ Chí Minh, Quận 8, Nhà riêng tại đường Ba Đình",217.1,,,,,,,Have certificate,Full,33.0,17
"Hà Nội, Đống Đa, Nhà riêng tại phố Thái Thịnh",53.9,3.33,1.5,Tây - Bắc,,4,3,Have certificate,Full,12.0,16
"Hồ Chí Minh, Phú Nhuận, Nhà riêng tại đường Trần Kế Xương",36.8,4.0,15.0,,,3,3,Have certificate,Basic,5.9,16
"Hồ Chí Minh, Phú Nhuận, Nhà riêng tại đường Nguyễn Công Hoan",483.8,15.0,4.0,,,,,Have certificate,,0.12,16
"Hồ Chí Minh, Quận 1, Nhà riêng tại đường Nguyễn Trãi",47.0,,4.5,,,6,6,Have certificate,Full,10.6,16
"Hồ Chí Minh, Phú Nhuận, Nhà riêng tại đường Huỳnh Văn Bánh",94.0,7.2,,,,5,4,Have certificate,,16.0,16
"Hồ Chí Minh, Phú Nhuận, Nhà riêng tại đường Hoàng Diệu",35.0,,,,,,,Have certificate,,4.2,16
"Hồ Chí Minh, Gò Vấp, Nhà riêng tại đường Lê Đức Thọ",96.0,4.0,6.0,,,,,Have certificate,,12.8,2
"Hà Nội, Tây Hồ, Nhà riêng tại đường Lạc Long Quân",70.0,5.6,3.0,,,11,11,Have certificate,Full,25.0,16
"Hồ Chí Minh, Nhà Bè, Nhà riêng tại đường Huỳnh Tấn Phát",64.0,6.4,4.0,Tây - Nam,Tây - Nam,5,5,Have certificate,Full,6.49,10
"Hà Nội, Hoàng Mai, Nhà riêng tại đường Đền Lừ",50.0,4.35,6.0,,,4,4,Have certificate,Full,21.5,3
"Hồ Chí Minh, Quận 2, Nhà riêng tại đường 30",95.0,,,Đông - Bắc,Đông - Bắc,3,2,Have certificate,Basic,6.5,4
"Vĩnh Long, Bình Tân, Nhà riêng tại đường ĐT 910",138.0,4.0,,,,3,2,Have certificate,Basic,0.79,15
"Hà Nội, Ba Đình, Nhà riêng tại phường Đội Cấn",100.0,4.0,4.0,,,6,6,Have certificate,Full,17.5,9
"Đồng Nai, Long Thành, Nhà riêng tại đường Gò Đậu",109.0,4.0,4.0,Đông,Đông,4,2,Have certificate,Basic,3.5,15
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường 26/3",30.0,4.0,7.0,,,4,2,Have certificate,Full,5.2,15
"Hà Nội, Cầu Giấy, Nhà riêng tại đường Hoàng Quốc Việt",52.0,,,,,,,,,21.9,15
"Hà Nội, Cầu Giấy, Nhà riêng tại đường Cầu Giấy",33.0,,,,,4,4,Have certificate,,11.2,14
"Hà Nội, Ba Đình, Nhà riêng tại đường Văn Cao",30.0,4.0,4.0,,,4,5,Have certificate,Full,8.9,8
"Hà Nội, Cầu Giấy, Nhà riêng tại đường Hồ Tùng Mậu",110.0,,,,,30,30,Have certificate,Full,45.5,18
"Hồ Chí Minh, Quận 10, Nhà riêng tại đường Bà Hạt",44.0,4.1,,,,2,2,Have certificate,Basic,5.0,18
"Hồ Chí Minh, Thủ Đức, Nhà riêng tại đường 12",66.0,4.0,5.0,Tây - Bắc,Tây - Bắc,4,3,,Basic,7.2,18
"Đà Nẵng, Cẩm Lệ, Nhà riêng tại đường Nguyễn Thuật",100.0,5.75,5.5,Tây - Bắc,Tây - Bắc,2,2,Have certificate,,5.1,18
"Hà Nội, Ba Đình, Nhà riêng tại phường Ngọc Hà",31.0,,,,,4,4,Have certificate,,8.9,12
"Thái Bình, Thái Thuỵ, Nhà riêng tại đường Quốc Lộ 39A",230.0,5.0,,,,,,Have certificate,Full,2.5,18
"Hồ Chí Minh, Quận 7, Nhà riêng tại đường D1",90.0,5.0,20.0,Đông - Bắc,,4,3,Have certificate,,15.5,18
"Đồng Nai, Cẩm Mỹ, Nhà riêng tại xã Xuân Mỹ",445.6,,6.0,,,2,1,Have certificate,,3.5,18
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Miếu Gò Xoài",92.9,4.0,8.0,Đông,Đông,2,,Have certificate,Full,6.5,18
"Hồ Chí Minh, Phú Nhuận, Nhà riêng tại đường Hoàng Văn Thụ",83.5,,,,,5,7,Have certificate,Full,14.9,2
"Hồ Chí Minh, Tân Bình, Nhà riêng tại đường Tân Trụ",285.0,8.7,6.0,Đông - Nam,,3,3,Have certificate,Basic,15.95,15
"Đà Nẵng, Thanh Khê, Nhà riêng tại đường Hà Huy Tập",20.3,,2.5,Đông - Bắc,,2,2,Have certificate,,3.4,5
"Bình Dương, Thủ Dầu Một, Nhà riêng tại phường Hiệp Thành",290.0,10.0,4.0,Tây - Bắc,,,,Have certificate,,7.0,17
"Bà Rịa Vũng Tàu, Vũng Tàu, Nhà riêng tại đường Nguyễn Trường Tộ",83.0,6.6,4.0,Nam,Nam,4,4,Have certificate,Basic,10.8,17
"Hà Nội, Bắc Từ Liêm, Nhà riêng tại đường Phú Diễn",30.1,3.5,,Đông - Bắc,Đông,2,2,Have certificate,Full,8.0,17
"Tây Ninh, Dương Minh Châu, Nhà riêng tại đường 11",477.0,,,Đông,,3,,Have certificate,Basic,4.5,17
"Hà Nội, Thanh Xuân, Nhà riêng tại đường Nguyễn Xiển",30.0,7.1,,Đông - Nam,,2,1,Sale contract,Basic,3.5,16
"Hồ Chí Minh, Gò Vấp, Nhà riêng tại đường Nguyễn Văn Lượng",42.2,4.0,5.0,Tây,Tây,4,5,Have certificate,Full,9.45,1
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Số 2",65.4,,,,,4,,Have certificate,Full,6.85,8
"Tuyên Quang, Tuyên Quang, Nhà riêng tại phường Ỷ La",120.0,5.0,5.0,Đông - Nam,Đông - Nam,4,4,Have certificate,Full,5.9,17
"Hà Nội, Tây Hồ, Nhà riêng tại đường Lạc Long Quân",50.0,3.7,3.0,Tây - Bắc,,8,8,Have certificate,Full,11.0,15
"Hà Nội, Bắc Từ Liêm, Nhà riêng tại đường Xuân Đỉnh",31.0,,,,,4,4,,Full,10.6,12
"Hà Nội, Tây Hồ, Nhà riêng tại đường Lạc Long Quân",80.0,,,,,11,,Have certificate,Full,25.0,16
"Bạc Liêu, Bạc Liêu, Nhà riêng tại xã Hiệp Thành",143.5,7.0,,Đông,Đông,3,3,Have certificate,,2.8,21
"Hồ Chí Minh, Hóc Môn, Nhà riêng tại đường Nguyễn Ảnh Thủ",113.0,5.0,6.0,Đông - Bắc,Đông - Bắc,4,2,Have certificate,Full,5.6,6
"Kiên Giang, Rạch Giá, Nhà riêng tại đường Nguyễn Trung Trực",154.0,6.0,3.7,Đông - Bắc,,4,4,Have certificate,Full,3.35,7
"Hải Phòng, An Dương, Nhà riêng tại đường Máng Nước",50.0,,5.0,Đông - Bắc,Đông - Bắc,3,3,Have certificate,,4.0,1
"Hồ Chí Minh, Quận 2, Nhà riêng tại đường 30",100.0,,,Đông,,10,10,Have certificate,Full,14.5,3
"Đà Nẵng, Hải Châu, Nhà riêng tại đường Tiểu La",101.0,,,,,22,22,Have certificate,Full,10.8,14
"Hà Nội, Long Biên, Nhà riêng tại phường Phúc Đồng",30.0,4.5,7.0,Tây - Nam,Tây - Nam,3,4,Have certificate,,7.8,3
"Hà Nội, Cầu Giấy, Nhà riêng tại đường Hoàng Quốc Việt",58.0,,,,,,,,,24.3,15
"Bà Rịa Vũng Tàu, Vũng Tàu, Nhà riêng tại đường Tống Duy Tân",84.0,,,Đông - Nam,,2,2,,,10.5,23
"Hồ Chí Minh, Quận 10, Nhà riêng tại đường 3/2",200.0,,4.0,,,,,Have certificate,,36.0,23
"Hồ Chí Minh, Gò Vấp, Nhà riêng tại đường Huỳnh Khương An",72.3,4.27,3.0,Đông - Bắc,,1,1,Have certificate,,8.2,23
"Hồ Chí Minh, Gò Vấp, Nhà riêng tại đường Quang Trung",195.0,6.0,6.0,,,,,Have certificate,,17.8,23
"Hà Nội, Tây Hồ, Nhà riêng tại đường Lạc Long Quân",73.0,4.2,2.5,Đông - Bắc,Đông - Bắc,4,5,Have certificate,Full,27.0,23
"Hà Nội, Đống Đa, Nhà riêng tại phố Vũ Ngọc Phan",90.0,5.0,,,,21,21,Have certificate,Full,40.9,23
"Hà Nội, Thanh Trì, Nhà riêng tại đường Quốc lộ 1A",46.0,4.0,4.0,,,4,3,Have certificate,Full,14.0,23
"Hà Nội, Đống Đa, Nhà riêng tại đường Đê La Thành",59.7,5.0,,,,18,18,Have certificate,Full,17.9,23
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường 2",450.0,10.0,,,,18,18,Have certificate,Basic,,23
"Đà Nẵng, Liên Chiểu, Nhà riêng tại phường Hòa Khánh Nam",95.0,5.0,11.5,Tây - Nam,Tây - Nam,3,2,Have certificate,Basic,3.85,23
"Hà Nội, Gia Lâm, Nhà riêng tại đường Bát Khối",130.0,10.0,4.0,Đông - Bắc,Đông - Bắc,2,2,Have certificate,Basic,9.08,23
"Lâm Đồng, Đà Lạt, Nhà riêng tại đường Nguyên Tử Lực",165.0,,,,,2,1,Have certificate,,8.5,23
"Đà Nẵng, Ngũ Hành Sơn, Nhà riêng tại đường Mỹ Đa Đông 12",120.0,5.0,5.5,Tây,Tây,4,3,Have certificate,Basic,20.0,23
"Hồ Chí Minh, Quận 1, Nhà riêng tại phố Hai Bà Trưng",67.8,4.2,4.0,Tây - Nam,Tây - Nam,5,4,Have certificate,Full,19.8,22
"Bình Phước, Đồng Xoài, Nhà riêng tại đường Số 6",120.0,6.0,12.0,Tây - Nam,Tây - Nam,3,3,Have certificate,Full,3.8,22
"Hồ Chí Minh, Quận 3, Nhà riêng tại đường Phạm Ngọc Thạch",98.0,5.0,8.0,,,,,Have certificate,Basic,30.0,22
"Hà Nội, Tây Hồ, Nhà riêng tại đường Lạc Long Quân",80.0,4.0,,,,10,,Have certificate,,25.5,22
"Hà Nội, Thanh Xuân, Nhà riêng tại phố Ngụy Như Kon Tum",52.0,,,,,4,,Have certificate,,26.9,23
"Cần Thơ, Ninh Kiều, Nhà riêng tại đường Nguyễn Văn Cừ",107.0,6.0,4.0,Nam,Nam,4,2,Have certificate,Basic,4.3,23
"Hà Nội, Đống Đa, Nhà riêng tại đường Hồ Đắc Di",40.0,5.3,,Nam,Nam,8,5,Have certificate,Basic,12.6,23
"Hà Nội, Đống Đa, Nhà riêng tại phố Trung Liệt",88.0,6.0,,,,24,24,Have certificate,Full,29.8,23
"Long An, Đức Hòa, Nhà riêng tại đường Gò Hưu",16.0,,,,,,,,,0.32,23
"Hà Nội, Long Biên, Nhà riêng tại phố Phố Nha",52.8,5.0,3.0,,,5,4,,Full,,23
"Hà Nội, Đống Đa, Nhà riêng tại đường Láng",63.8,,,,,18,18,Have certificate,Full,21.9,23
"Hà Nội, Bắc Từ Liêm, Nhà riêng tại đường Xuân Đỉnh",86.5,5.0,,,,24,24,Have certificate,Full,22.9,23
"Hà Nội, Long Biên, Nhà riêng tại đường Bát Khối",60.0,,3.0,,,5,4,Have certificate,Full,11.0,23
"Hà Nội, Long Biên, Nhà riêng tại đường Phố Trạm",58.0,4.0,6.0,Tây,Nam,5,5,,,,23
"Hà Nội, Cầu Giấy, Nhà riêng tại phố Nguyễn Ngọc Vũ",66.5,5.0,,,,18,18,Have certificate,Full,19.9,23
"Hà Nội, Thanh Xuân, Nhà riêng tại phố Cự Lộc",52.8,4.0,4.0,,,15,15,Have certificate,Full,16.9,23
"Hà Nội, Đống Đa, Nhà riêng tại phố Xã Đàn",90.8,6.0,,,,21,21,Have certificate,Full,20.9,23
"Lâm Đồng, Đà Lạt, Nhà riêng tại phố Đặng Thái Thân",458.92,19.0,6.0,,,24,25,Have certificate,Full,70.0,23
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Mã Lò",60.0,4.4,5.0,Đông,Đông,5,6,Have certificate,Full,7.2,23
"Bình Dương, Dĩ An, Nhà riêng tại đường Số 3",100.0,5.0,12.0,Đông - Nam,Đông - Nam,3,2,Have certificate,Basic,,23
"Hà Nội, Nam Từ Liêm, Nhà riêng tại đường Mỹ Đình",43.0,5.8,5.0,,,3,5,Have certificate,Full,12.0,23
"Hồ Chí Minh, Quận 1, Nhà riêng tại đường Nguyễn Bỉnh Khiêm",40.0,4.7,2.0,,,2,2,Have certificate,Full,8.65,23
"Hà Nội, Thanh Xuân, Nhà riêng tại đường Khương Trung",65.0,,,,,16,16,Have certificate,Full,19.9,23
"Hà Nội, Đống Đa, Nhà riêng tại đường Nguyễn Chí Thanh",60.0,,,,,6,6,Have certificate,Full,25.9,23
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Bình Thành",314.0,,,,,55,55,Have certificate,Full,25.5,24
"Đà Nẵng, Liên Chiểu, Nhà riêng tại phố Tôn Đức Thắng",159.0,6.0,5.0,,,3,2,Have certificate,Basic,7.25,24
"Hà Nội, Tây Hồ, Nhà riêng tại đường Trích Sài",40.0,,,,,,,,,13.0,24
"Hà Nội, Ba Đình, Nhà riêng tại đường Đội Cấn",82.0,,,Tây,Nam,18,18,Have certificate,Full,27.5,24
"Long An, Cần Đước, Nhà riêng tại xã Long Trạch",270.0,,6.0,,,3,2,Have certificate,,3.1,24
"Bà Rịa Vũng Tàu, Bà Rịa, Nhà riêng tại xã Hòa Long",140.0,,,,,4,3,Have certificate,,3.5,24
"Hà Nội, Long Biên, Nhà riêng tại đường Bát Khối",72.0,,,,,4,5,Have certificate,Full,15.78,24
"Hồ Chí Minh, Hóc Môn, Nhà riêng tại xã Đông Thạnh",32.0,,,,,2,2,,,1.48,24
"Hà Nội, Nam Từ Liêm, Nhà riêng tại đường Mễ Trì",100.0,,,,,25,25,Have certificate,Full,23.5,23
"Hồ Chí Minh, Quận 7, Nhà riêng tại đường Nguyễn Thị Thập",160.0,7.0,8.0,,,5,5,Have certificate,,12.0,23
"Hà Nội, Long Biên, Nhà riêng tại đường Thạch Bàn",70.0,,,,,4,4,Have certificate,Full,10.2,23
"Hải Phòng, Hải An, Nhà riêng tại đường Phương Lưu",53.3,4.4,4.4,Bắc,Bắc,3,3,Have certificate,Basic,4.67,23
"Đà Nẵng, Cẩm Lệ, Nhà riêng tại đường Bình Thái 1",76.0,,,,,,,Have certificate,Full,5.0,23
"Hà Nội, Đan Phượng, Nhà riêng tại đường Phượng Trì",49.7,3.35,5.0,,,3,2,Have certificate,Basic,4.97,23
"Bắc Ninh, Yên Phong, Nhà riêng tại xã Yên Trung",79.0,6.5,4.5,Tây,,,,Have certificate,,,23
"Hồ Chí Minh, Bình Thạnh, Nhà riêng tại đường Nguyễn Gia Trí",48.0,4.8,6.0,,,5,6,Have certificate,Full,12.5,23
"Hà Nội, Bắc Từ Liêm, Nhà riêng tại đường Đông Ngạc",35.0,3.5,6.0,,,3,4,Have certificate,Basic,9.0,23
"Hà Nội, Bắc Từ Liêm, Nhà riêng tại đường Đông Ngạc",68.0,4.6,4.0,,,3,3,Have certificate,Basic,9.85,23
"Hồ Chí Minh, Gò Vấp, Nhà riêng tại đường Thống Nhất",47.0,5.5,6.0,Nam,,3,5,Have certificate,,10.5,23
"Hồ Chí Minh, Nhà Bè, Nhà riêng tại đường Đào Sư Tích",82.0,,,Nam,Nam,2,2,Have certificate,,5.7,23
"Hà Nội, Thanh Trì, Nhà riêng tại đường Tứ Hiệp",40.0,,,,,4,4,Have certificate,Full,7.1,24
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Lê Tấn Bê",86.0,5.15,2.0,Nam,Tây - Nam,5,5,Have certificate,Basic,4.68,24
"Hồ Chí Minh, Quận 9, Nhà riêng tại đường Số 5",131.1,6.0,,,,34,,Have certificate,Full,23.0,24
"Hồ Chí Minh, Thủ Đức, Nhà riêng tại đường Số 475",131.9,6.82,,Tây - Bắc,,22,,Have certificate,,21.0,24
"Hà Nội, Ba Đình, Nhà riêng tại phố Giảng Võ",40.0,3.3,2.0,,,5,4,Have certificate,Full,9.2,24
"Hồ Chí Minh, Tân Bình, Nhà riêng tại đường Cách Mạng Tháng Tám",62.6,,,,,,,,,13.2,24
"Hà Nội, Đống Đa, Nhà riêng tại phố Xã Đàn",22.0,3.0,2.0,,,3,3,Have certificate,Basic,5.2,24
"Hà Nội, Ba Đình, Nhà riêng tại đường Quần Ngựa",90.0,4.0,5.0,,,4,4,Have certificate,,38.99,24
"Hà Nội, Hà Đông, Nhà riêng tại đường Phan Đình Giót",33.2,,,Đông - Nam,,3,4,Have certificate,Full,7.0,24
"Đà Nẵng, Cẩm Lệ, Nhà riêng tại đường Nguyễn Đức Thiệu",100.0,5.0,5.0,Tây - Bắc,,3,3,Have certificate,,6.85,24
"Hồ Chí Minh, Bình Chánh, Nhà riêng tại đường Liên Ấp 2-3-4",56.0,4.0,6.0,,,3,2,,Basic,1.5,24
"Hà Nội, Long Biên, Nhà riêng tại đường Nguyễn Văn Cừ",68.0,,,,,3,7,Have certificate,,15.0,24
"Hồ Chí Minh, Bình Tân, Nhà riêng tại đường Nguyễn Thị Tú",71.0,,,,,4,,Have certificate,,5.0,24
"Hồ Chí Minh, Bình Chánh, Nhà riêng tại Khu dân cư Phi Long 5",85.0,,12.0,Tây - Nam,Tây,4,3,,Basic,7.5,24
"Hồ Chí Minh, Bình Chánh, Nhà riêng tại Khu dân cư Phi Long 5",92.5,5.0,12.0,Tây - Nam,Tây - Nam,4,5,,Full,8.0,24
"Hồ Chí Minh, Tân Phú, Nhà riêng tại đường Tô Hiệu",54.0,4.0,5.0,,,,,Have certificate,Full,8.59,24
"Hồ Chí Minh, Quận 11, Nhà riêng tại đường Lạc Long Quân",11.2,,3.0,Đông - Bắc,Đông - Bắc,2,2,Have certificate,,2.29,24
"Hồ Chí Minh, Quận 5, Nhà riêng tại phố Phù Đổng Thiên Vương",43.56,8.0,4.0,Nam,Nam,4,3,Have certificate,,6.5,24
"Hà Nội, Đông Anh, Nhà riêng tại xã Dục Tú",99.0,4.0,7.0,Bắc,Bắc,4,3,Have certificate,,0.09,24
"Hồ Chí Minh, Tân Bình, Nhà riêng tại đường Trương Công Định",100.0,,8.0,,,5,4,Have certificate,,8.9,10
"Hải Phòng, Lê Chân, Nhà riêng tại đường Thiên Lôi",56.0,4.0,12.0,Đông - Nam,Tây - Bắc,5,6,Have certificate,Full,9.3,25
"Hà Nội, Hoàng Mai, Nhà riêng tại đường Đông Thiên",36.8,,,,,,,Have certificate,Full,7.25,25
"Hà Nội, Đống Đa, Nhà riêng tại phố Xã Đàn",33.0,5.0,,,,4,5,Have certificate,Full,10.2,24
"Hải Phòng, Lê Chân, Nhà riêng tại đường Thiên Lôi",56.0,4.0,3.0,Đông - Bắc,Đông - Bắc,4,4,Have certificate,,4.75,24
"Hải Phòng, Lê Chân, Nhà riêng tại đường Thiên Lôi",58.8,4.2,12.0,Nam,Nam,5,5,Have certificate,Full,9.8,24
"Hà Nội, Thanh Xuân, Nhà riêng tại đường Tô Vĩnh Diện",60.0,5.0,,,,7,8,Have certificate,Full,28.0,24
"Hà Nội, Hai Bà Trưng, Nhà riêng tại phường Bạch Mai",24.0,3.5,,,,3,4,Have certificate,,6.2,24
"Hồ Chí Minh, Gò Vấp, Nhà riêng tại đường Nguyễn Văn Khối",88.0,10.0,10.0,Tây,Đông,6,7,Have certificate,Full,17.9,24
"Hải Phòng, Lê Chân, Nhà riêng tại đường Thiên Lôi",58.7,4.5,8.0,Tây - Bắc,Tây - Bắc,,,Have certificate,Full,8.6,24
"Hà Nội, Tây Hồ, Nhà riêng tại đường Lạc Long Quân",73.0,4.2,3.0,Đông - Bắc,Tây - Nam,6,4,Have certificate,Basic,25.5,24
