Address,Area,Frontage,Access Road,House direction,Balcony direction,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Day
"Hải Dương, Hải Dương, Nhà mặt phố tại đường Quang Trung",114.9,6.14,20.0,Đông,Đông,4,7,Have certificate,Full,20.68,13
"Đà Nẵng, Hải Châu, Nhà mặt phố tại đường Lê Đình Lý",390.0,10.0,15.0,Đông - Nam,Đông - Nam,3,3,Have certificate,Full,59.0,13
"Hà Nội, Đống Đa, Nhà mặt phố tại đường La Thành",74.0,5.0,,,,5,4,,,57.0,13
"Hồ Chí Minh, Tân Bình, Nhà mặt phố tại đường Tân Trụ",108.0,8.0,,,,7,7,Have certificate,Full,16.1,13
"Cần Thơ, Ninh Kiều, Nhà mặt phố tại đường Đồng Khởi",221.2,,,Đông - Nam,,,,Have certificate,,28.0,13
"Tây Ninh, Hòa Thành, Nhà mặt phố tại phố Tôn Đức Thắng",343.2,11.0,30.0,Tây,,4,2,Have certificate,Basic,6.9,13
"Hồ Chí Minh, Quận 9, Nhà mặt phố tại đường Man Thiện",113.0,,,,,,,,,17.0,13
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại đường Tân Sơn",72.0,,,,,,,Have certificate,Full,15.8,13
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",192.5,10.0,,Đông - Nam,Đông - Nam,,,Have certificate,,56.0,11
"Hồ Chí Minh, Bình Thạnh, Nhà mặt phố tại đường Ngô Đức Kế",145.0,5.2,15.0,,,24,25,Have certificate,Basic,37.3,8
"Hồ Chí Minh, Tân Phú, Nhà mặt phố tại đường Lê Cao Lãng",20.0,3.6,12.0,,,2,2,Have certificate,Basic,3.1,9
"Hà Nội, Thanh Xuân, Nhà mặt phố tại đường Vương Thừa Vũ",55.0,4.6,,,,6,7,Have certificate,,27.0,17
"Đà Nẵng, Ngũ Hành Sơn, Nhà mặt phố tại đường Khuê Mỹ Đông 7",68.0,5.0,5.5,,,6,8,Have certificate,Full,24.0,17
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",192.5,20.0,20.0,Đông - Nam,Đông - Nam,,,Have certificate,,56.0,10
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",121.0,20.0,20.0,Đông - Nam,Đông - Nam,,,Have certificate,,36.0,9
"Hồ Chí Minh, Phú Nhuận, Nhà mặt phố tại đường Nguyễn Trọng Tuyển",170.0,,,,,11,11,Have certificate,,35.0,16
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại đường Lê Hồng Phong",82.0,4.5,6.0,,,6,5,Have certificate,Full,9.0,16
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại đường Nguyễn Đình Chiểu",121.0,5.4,20.0,,,7,7,Have certificate,Full,23.0,16
"Hà Nội, Hà Đông, Nhà mặt phố tại đường Nguyễn Khuyến",286.0,39.0,50.0,,,5,5,Have certificate,Full,99.9,15
"Thái Bình, Thái Bình, Nhà mặt phố tại đường Lê Quý Đôn",162.0,10.0,30.0,Tây - Bắc,Tây - Bắc,16,8,,,32.0,15
"Hồ Chí Minh, Thủ Đức, Nhà mặt phố tại đường Phạm Văn Đồng",200.0,13.0,60.0,,,,,Have certificate,,40.0,15
"Cần Thơ, Ninh Kiều, Nhà mặt phố tại đường Số 1",92.5,4.5,8.0,Đông - Bắc,Đông - Bắc,2,1,Have certificate,Full,2.85,15
"Phú Yên, Tuy Hòa, Nhà mặt phố tại đường Nguyễn Tất Thành",235.0,,,,,3,4,,Full,4.9,15
"Đà Nẵng, Sơn Trà, Nhà mặt phố tại đường Chính Hữu",88.0,,,,,15,15,Have certificate,Full,36.0,14
"Hà Nội, Đống Đa, Nhà mặt phố tại phố Xã Đàn",80.0,,,,,20,20,Have certificate,,39.0,14
"Hà Nội, Ba Đình, Nhà mặt phố tại đường Hoàng Hoa Thám",300.0,10.0,6.0,,,52,52,Have certificate,Full,150.0,8
"Hà Nội, Ba Đình, Nhà mặt phố tại phường Ngọc Hà",300.0,20.0,6.0,,,47,47,Have certificate,Full,150.0,8
"Hồ Chí Minh, Tân Phú, Nhà mặt phố tại đường Gò Dầu",71.0,,,,,4,3,Have certificate,,10.2,20
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại đường Bùi Thị Xuân",61.0,4.0,,,,,,Have certificate,Basic,53.0,19
"Đà Nẵng, Thanh Khê, Nhà mặt phố tại đường Đinh Tiên Hoàng",56.9,4.0,5.5,Tây - Bắc,Tây - Bắc,3,3,Have certificate,Basic,7.3,19
"Bình Định, Quy Nhơn, Nhà mặt phố tại đường Tây Sơn",440.0,17.0,40.0,Tây - Nam,Tây - Nam,9,7,Have certificate,Full,39.0,19
"Đà Nẵng, Ngũ Hành Sơn, Nhà mặt phố tại đường Khuê Mỹ Đông 11",102.0,6.0,7.0,Đông,Đông,10,11,Have certificate,Full,35.0,11
"Thanh Hóa, Thanh Hóa, Nhà mặt phố tại đường Quang Trung 3",92.2,5.7,24.0,Đông,Đông,7,4,Have certificate,,9.2,19
"Hà Nội, Ba Đình, Nhà mặt phố tại đường Quán Thánh",60.0,6.0,,,,3,3,Have certificate,,44.0,18
"Hà Nội, Ba Đình, Nhà mặt phố tại đường Cửa Bắc",50.0,,,,,3,3,Have certificate,,44.0,17
"Hà Nội, Đống Đa, Nhà mặt phố tại đường Võ Văn Dũng",48.0,4.5,,,,6,4,Have certificate,Full,39.0,17
"Hà Nội, Đống Đa, Nhà mặt phố tại đường Trần Quang Diệu",48.0,4.5,,,,6,4,Have certificate,Full,39.0,17
"Hà Nội, Đống Đa, Nhà mặt phố tại phố Hoàng Cầu",48.0,4.5,,,,6,4,Have certificate,Full,39.0,17
"Hà Nội, Đông Anh, Nhà mặt phố tại đường Cao Lỗ",89.0,5.0,15.0,Tây - Bắc,,,,Have certificate,,15.5,17
"Hà Nội, Thanh Xuân, Nhà mặt phố tại phố Nhân Hòa",65.0,4.0,12.0,,,4,6,Have certificate,Full,26.0,17
"Hồ Chí Minh, Quận 12, Nhà mặt phố tại đường Lê Thị Riêng",80.0,,,,,,,Have certificate,,12.8,1
"Long An, Cần Giuộc, Nhà mặt phố tại đường ĐT 826C",453.0,11.1,,,,6,4,Have certificate,,26.0,1
"Khánh Hòa, Nha Trang, Nhà mặt phố tại đường Tỉnh lộ 3",470.0,6.23,18.0,Đông - Bắc,,2,1,Have certificate,,4.2,1
"Hồ Chí Minh, Bình Thạnh, Nhà mặt phố tại đường Bạch Đằng",140.0,3.5,30.0,Đông,Đông,1,1,Have certificate,,23.0,8
"Hồ Chí Minh, Quận 4, Nhà mặt phố tại đường Xóm Chiếu",141.0,5.2,7.0,Đông - Nam,Đông - Nam,8,9,Have certificate,,32.0,8
"Hà Nội, Đống Đa, Nhà mặt phố tại đường Đặng Tiến Đông",65.0,4.0,8.0,,,4,4,Have certificate,,41.0,8
"Hà Nội, Thanh Xuân, Nhà mặt phố tại phố Hạ Đình",68.0,5.2,18.0,,,6,5,Have certificate,,30.0,8
"Bình Dương, Thủ Dầu Một, Nhà mặt phố tại Khu dân cư Phú Hòa",200.0,10.0,,,,4,2,Have certificate,Basic,12.5,7
"Hồ Chí Minh, Quận 6, Nhà mặt phố tại đường Bến Phú Lâm",99.7,6.2,,,,,,Have certificate,,13.0,7
"Lâm Đồng, Di Linh, Nhà mặt phố tại đường Phan Bội Châu",219.0,,,,,3,2,Have certificate,,3.45,6
"Ninh Thuận, Ninh Phước, Nhà mặt phố tại đường Tỉnh Lộ 710",548.0,11.47,10.0,,,1,1,Have certificate,,1.28,6
"Bình Thuận, Bắc Bình, Nhà mặt phố tại thị trấn Chợ Lầu",144.0,3.61,20.0,,Nam,2,2,Have certificate,Full,2.5,6
"Bình Thuận, Phan Thiết, Nhà mặt phố tại phường Phú Thủy",173.32,4.4,12.0,,,,,Have certificate,Full,19.98,6
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại đường Huỳnh Thúc Kháng",787.0,17.0,8.0,Tây - Nam,,,,Have certificate,Full,85.0,6
"Hồ Chí Minh, Quận 2, Nhà mặt phố tại Khu dân cư Thạnh Mỹ Lợi",160.0,20.0,20.0,Tây - Bắc,,,,Have certificate,,115.0,6
"Hà Nội, Long Biên, Nhà mặt phố tại đường Đức Giang",140.0,6.5,15.0,Tây - Bắc,Nam,7,7,Have certificate,Basic,46.5,6
"Hồ Chí Minh, Phú Nhuận, Nhà mặt phố tại đường Nguyễn Trọng Tuyển",365.0,,,,,12,12,Have certificate,,160.0,5
"Hồ Chí Minh, Quận 8, Nhà mặt phố tại đường An Dương Vương",405.0,9.0,40.0,Tây,Tây,,,Have certificate,,45.0,5
"Cần Thơ, Ninh Kiều, Nhà mặt phố tại đường 3/2",194.1,6.54,40.0,,,2,2,Have certificate,Basic,,5
"Quảng Bình, Đồng Hới, Nhà mặt phố tại đường Trần Hưng Đạo",232.0,8.0,,Bắc,,5,3,Have certificate,Full,32.0,1
"Quảng Nam, Duy Xuyên, Nhà mặt phố tại đường Quốc lộ 14H",179.0,9.0,10.0,,,,,Have certificate,,5.6,5
"Thanh Hóa, Thanh Hóa, Nhà mặt phố tại đường Quang Trung 2",90.5,5.8,25.0,Đông,Đông,3,1,Have certificate,Basic,27.0,10
"Quảng Ngãi, Quảng Ngãi, Nhà mặt phố tại Khu đô thị HUD - Phú Mỹ",150.0,,50.0,,,,,Have certificate,,4.5,10
"Lâm Đồng, Đạ Huoai, Nhà mặt phố tại thị trấn Ma Đa Guôi",48.0,,,Đông - Bắc,,1,1,Have certificate,Full,1.48,3
"An Giang, Long Xuyên, Nhà mặt phố tại đường Số 1",90.0,,,,,,,Have certificate,,2.5,4
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại đường Tân Sơn",72.0,,,,,,,Have certificate,Full,15.8,13
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",121.0,20.0,20.0,Đông - Nam,Đông - Nam,,,Have certificate,,36.0,9
"Hồ Chí Minh, Phú Nhuận, Nhà mặt phố tại đường Nguyễn Trọng Tuyển",170.0,,,,,11,11,Have certificate,,35.0,16
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại đường Lê Hồng Phong",82.0,4.5,6.0,,,6,5,Have certificate,Full,9.0,16
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại đường Nguyễn Đình Chiểu",121.0,5.4,20.0,,,7,7,Have certificate,Full,23.0,16
"Hà Nội, Hà Đông, Nhà mặt phố tại đường Nguyễn Khuyến",286.0,39.0,50.0,,,5,5,Have certificate,Full,99.9,15
"Thái Bình, Thái Bình, Nhà mặt phố tại đường Lê Quý Đôn",162.0,10.0,30.0,Tây - Bắc,Tây - Bắc,16,8,,,32.0,15
"Hồ Chí Minh, Thủ Đức, Nhà mặt phố tại đường Phạm Văn Đồng",200.0,13.0,60.0,,,,,Have certificate,,40.0,15
"Cần Thơ, Ninh Kiều, Nhà mặt phố tại đường Số 1",92.5,4.5,8.0,Đông - Bắc,Đông - Bắc,2,1,Have certificate,Full,2.85,15
"Phú Yên, Tuy Hòa, Nhà mặt phố tại đường Nguyễn Tất Thành",235.0,,,,,3,4,,Full,4.9,15
"Đà Nẵng, Sơn Trà, Nhà mặt phố tại đường Chính Hữu",88.0,,,,,15,15,Have certificate,Full,36.0,14
"Hà Nội, Đống Đa, Nhà mặt phố tại phố Xã Đàn",80.0,,,,,20,20,Have certificate,,39.0,14
"Hà Nội, Ba Đình, Nhà mặt phố tại đường Hoàng Hoa Thám",300.0,10.0,6.0,,,52,52,Have certificate,Full,150.0,8
"Hà Nội, Ba Đình, Nhà mặt phố tại phường Ngọc Hà",300.0,20.0,6.0,,,47,47,Have certificate,Full,150.0,8
"Hải Dương, Hải Dương, Nhà mặt phố tại đường Quang Trung",114.9,6.14,20.0,Đông,Đông,4,7,Have certificate,Full,20.68,13
"Đà Nẵng, Hải Châu, Nhà mặt phố tại đường Lê Đình Lý",390.0,10.0,15.0,Đông - Nam,Đông - Nam,3,3,Have certificate,Full,59.0,13
"Hà Nội, Đống Đa, Nhà mặt phố tại đường La Thành",74.0,5.0,,,,5,4,,,57.0,13
"Hồ Chí Minh, Tân Bình, Nhà mặt phố tại đường Tân Trụ",108.0,8.0,,,,7,7,Have certificate,Full,16.1,13
"Cần Thơ, Ninh Kiều, Nhà mặt phố tại đường Đồng Khởi",221.2,,,Đông - Nam,,,,Have certificate,,28.0,13
"Tây Ninh, Hòa Thành, Nhà mặt phố tại phố Tôn Đức Thắng",343.2,11.0,30.0,Tây,,4,2,Have certificate,Basic,6.9,13
"Hồ Chí Minh, Quận 9, Nhà mặt phố tại đường Man Thiện",113.0,,,,,,,,,17.0,13
"Hồ Chí Minh, Tân Phú, Nhà mặt phố tại đường Gò Dầu",71.0,,,,,4,3,Have certificate,,10.2,20
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại đường Bùi Thị Xuân",61.0,4.0,,,,,,Have certificate,Basic,53.0,19
"Đà Nẵng, Thanh Khê, Nhà mặt phố tại đường Đinh Tiên Hoàng",56.9,4.0,5.5,Tây - Bắc,Tây - Bắc,3,3,Have certificate,Basic,7.3,19
"Bình Định, Quy Nhơn, Nhà mặt phố tại đường Tây Sơn",440.0,17.0,40.0,Tây - Nam,Tây - Nam,9,7,Have certificate,Full,39.0,19
"Đà Nẵng, Ngũ Hành Sơn, Nhà mặt phố tại đường Khuê Mỹ Đông 11",102.0,6.0,7.0,Đông,Đông,10,11,Have certificate,Full,35.0,11
"Thanh Hóa, Thanh Hóa, Nhà mặt phố tại đường Quang Trung 3",92.2,5.7,24.0,Đông,Đông,7,4,Have certificate,,9.2,19
"Hà Nội, Ba Đình, Nhà mặt phố tại đường Quán Thánh",60.0,6.0,,,,3,3,Have certificate,,44.0,18
"Hà Nội, Ba Đình, Nhà mặt phố tại đường Cửa Bắc",50.0,,,,,3,3,Have certificate,,44.0,17
"Hà Nội, Đống Đa, Nhà mặt phố tại đường Võ Văn Dũng",48.0,4.5,,,,6,4,Have certificate,Full,39.0,17
"Hà Nội, Đống Đa, Nhà mặt phố tại đường Trần Quang Diệu",48.0,4.5,,,,6,4,Have certificate,Full,39.0,17
"Hà Nội, Đống Đa, Nhà mặt phố tại phố Hoàng Cầu",48.0,4.5,,,,6,4,Have certificate,Full,39.0,17
"Hà Nội, Đông Anh, Nhà mặt phố tại đường Cao Lỗ",89.0,5.0,15.0,Tây - Bắc,,,,Have certificate,,15.5,17
"Hà Nội, Thanh Xuân, Nhà mặt phố tại phố Nhân Hòa",65.0,4.0,12.0,,,4,6,Have certificate,Full,26.0,17
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại CityLand Park Hills",100.0,5.0,30.0,Tây - Nam,Tây - Nam,,,Have certificate,Full,31.0,11
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",192.5,20.0,20.0,Đông - Nam,Đông - Nam,,,Have certificate,,56.0,9
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",121.0,6.5,,Đông - Nam,Đông - Nam,,,Have certificate,,36.0,11
"Hồ Chí Minh, Gò Vấp, Nhà mặt phố tại Cityland Center Hills",192.5,10.0,,Đông - Nam,Đông - Nam,,,Have certificate,,56.0,11
"Hồ Chí Minh, Bình Thạnh, Nhà mặt phố tại đường Ngô Đức Kế",145.0,5.2,15.0,,,24,25,Have certificate,Basic,37.3,8
"Hồ Chí Minh, Tân Phú, Nhà mặt phố tại đường Lê Cao Lãng",20.0,3.6,12.0,,,2,2,Have certificate,Basic,3.1,9
"Hà Nội, Thanh Xuân, Nhà mặt phố tại đường Vương Thừa Vũ",55.0,4.6,,,,6,7,Have certificate,,27.0,17
"Thái Nguyên, Thái Nguyên, Nhà mặt phố tại đường Phú Thái",143.4,4.0,,Tây - Nam,Tây - Nam,3,3,Have certificate,,6.9,22
"Hồ Chí Minh, Quận 9, Nhà mặt phố tại đường Bưng Ông Thoàn",172.8,,,,,,,Have certificate,,18.5,22
"Bình Dương, Dĩ An, Nhà mặt phố tại Green Square",81.0,4.5,10.0,Đông - Bắc,Đông - Bắc,,,Have certificate,Full,11.0,22
"Bình Định, Quy Nhơn, Nhà mặt phố tại phường Bùi Thị Xuân",125.0,5.0,12.0,Tây,Tây,6,7,Have certificate,,3.19,22
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại đường Lê Thị Hồng Gấm",150.0,15.0,30.0,,,7,14,Have certificate,Full,130.0,22
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại phố Tôn Đức Thắng",294.0,15.0,40.0,Đông - Bắc,,8,10,Have certificate,Full,430.0,22
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại đường Phạm Ngọc Thạch",640.0,16.0,30.0,,,3,4,Have certificate,,,22
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại đường Lê Duẩn",329.3,,40.0,Tây - Nam,,4,4,Have certificate,,399.0,22
"Hồ Chí Minh, Phú Nhuận, Nhà mặt phố tại đường Trường Sa",56.0,4.0,16.0,,,5,4,Have certificate,,20.5,22
"Hà Nội, Hoàn Kiếm, Nhà mặt phố tại phố Hội Vũ",60.0,,,,,4,4,Have certificate,,39.0,22
"Hồ Chí Minh, Phú Nhuận, Nhà mặt phố tại đường Hoàng Sa",55.0,,,,,5,4,Have certificate,Full,20.0,22
"Hải Phòng, Thủy Nguyên, Nhà mặt phố tại Vlasta Thủy Nguyên",62.5,5.0,51.0,Bắc,Bắc,4,,Have certificate,,,21
"Đà Nẵng, Sơn Trà, Nhà mặt phố tại đường Mỹ Khê 8",80.0,,,,,,,,,24.5,22
"Hồ Chí Minh, Quận 2, Nhà mặt phố tại Sala Đại Quang Minh",236.7,9.4,24.7,Tây - Nam,Tây - Nam,,,Have certificate,Full,195.0,22
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại phố Bà Triệu",75.0,4.6,6.0,,,13,13,Have certificate,Full,12.0,22
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại đường Nguyễn Trung Trực",63.0,5.5,8.0,Đông - Nam,Đông - Nam,2,2,Have certificate,Basic,7.5,22
"Hồ Chí Minh, Quận 3, Nhà mặt phố tại đường Điện Biên Phủ",48.0,4.0,20.0,Tây - Bắc,Tây - Bắc,3,3,Have certificate,,15.0,22
"Lâm Đồng, Đà Lạt, Nhà mặt phố tại phố Hai Bà Trưng",250.0,10.5,12.0,Tây - Nam,Tây - Nam,40,,Have certificate,Full,65.0,22
"Hồ Chí Minh, Bình Chánh, Nhà mặt phố tại đường Huỳnh Bá Chánh",85.0,5.0,,Tây,,5,6,Have certificate,Basic,6.9,22
"Lâm Đồng, Đạ Huoai, Nhà mặt phố tại đường Quốc Lộ 20",360.0,,,Đông - Bắc,,3,2,Have certificate,,6.2,22
"Ninh Thuận, Phan Rang - Tháp Chàm, Nhà mặt phố tại Khu đô thị mới Đông Bắc (Khu 1)",85.0,5.0,12.0,Nam,Nam,3,1,Have certificate,Basic,5.45,22
"Hà Nội, Long Biên, Nhà mặt phố tại đường Ngọc Thụy",150.0,6.0,,Đông - Nam,Đông - Nam,,,Have certificate,,21.0,22
"Hà Nội, Cầu Giấy, Nhà mặt phố tại đường Hoàng Ngân",48.0,,,,,,,,,25.0,22
"Đà Nẵng, Sơn Trà, Nhà mặt phố tại đường Lý Văn Tố",73.0,,5.5,Đông,,7,7,Have certificate,Full,19.0,22
"Đồng Nai, Vĩnh Cửu, Nhà mặt phố tại đường Lương Thực",86.0,6.0,6.0,Tây - Nam,Tây - Nam,3,2,Have certificate,Basic,1.78,22
"Quảng Nam, Duy Xuyên, Nhà mặt phố tại xã Duy Vinh",97.0,,,,,2,2,,Full,1.85,22
"Hồ Chí Minh, Tân Phú, Nhà mặt phố tại đường Cây Keo",83.0,5.0,15.0,Tây - Nam,Đông - Nam,4,4,Have certificate,,25.0,22
"Thanh Hóa, Thanh Hóa, Nhà mặt phố tại đường Lê Lai",180.0,10.0,,,,4,4,Have certificate,Full,33.0,22
"Hà Nội, Nam Từ Liêm, Nhà mặt phố tại đường Đại Mỗ",44.0,,8.0,,,4,,Have certificate,Basic,6.95,22
"Đà Nẵng, Cẩm Lệ, Nhà mặt phố tại đường Bùi Trang Chước",100.0,5.0,10.5,Đông - Bắc,Đông - Bắc,3,2,,,8.6,22
"Hồ Chí Minh, Quận 9, Nhà mặt phố tại đường 14",1.0,20.0,10.0,,,5,5,Have certificate,Basic,60.0,22
"Hồ Chí Minh, Quận 1, Nhà mặt phố tại đường Pasteur",885.8,,,Đông - Bắc,,10,12,Have certificate,Full,,22
"Hồ Chí Minh, Thủ Đức, Nhà mặt phố tại đường Phạm Văn Đồng",310.0,9.0,60.0,Đông - Bắc,,,,Have certificate,Full,50.0,23
"Bình Dương, Thủ Dầu Một, Nhà mặt phố tại đường Lê Lợi",112.0,7.0,,,,5,5,Have certificate,Full,16.0,23
"Hồ Chí Minh, Bình Tân, Nhà mặt phố tại đường Tân Hòa Đông",85.0,4.2,20.0,Đông - Nam,Đông - Nam,2,2,Have certificate,,10.3,23
"Hà Nội, Hai Bà Trưng, Nhà mặt phố tại phố Quỳnh Mai",60.0,5.0,15.0,Bắc,,2,2,Have certificate,,,22
"Hồ Chí Minh, Quận 7, Nhà mặt phố tại Khu dân cư Phú Mỹ",130.0,,,,,,,,,25.0,22
"Đà Nẵng, Liên Chiểu, Nhà mặt phố tại đường Phạm Như Xương",145.0,5.0,10.0,Tây - Nam,Tây - Nam,3,2,Have certificate,Basic,9.0,22
"Hồ Chí Minh, Quận 3, Nhà mặt phố tại đường Nguyễn Thị Minh Khai",92.0,,,,,,,Have certificate,,43.0,22
"Hồ Chí Minh, Quận 7, Nhà mặt phố tại đường Số 54",176.0,15.0,12.0,,,35,37,Have certificate,Full,65.0,22
"Hồ Chí Minh, Quận 9, Nhà mặt phố tại đường Nguyễn Văn Tăng",279.0,15.0,20.0,,,,,Have certificate,,39.0,22
"Hà Nội, Đống Đa, Nhà mặt phố tại phố Tôn Đức Thắng",54.7,4.7,,Đông - Nam,,,,Have certificate,,35.56,22
"Bình Dương, Phú Giáo, Nhà mặt phố tại đường DH507",595.3,9.8,8.0,Đông,Đông,,,Have certificate,,2.65,22
