Address,Area,Frontage,Access Road,House direction,Balcony direction,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Day
"Bình Định, An Nhơn, Shophouse, nhà phố thương mại tại đường Quốc lộ 1A",100.0,,,,,6,5,Have certificate,,3.3,22
"Bình Định, Quy Nhơn, Shophouse, nhà phố thương mại tại IEC Residences Quy Nhơn",75.0,,,,,4,4,Have certificate,,,22
"Thái Nguyên, Phổ Yên, Shophouse, nhà phố thương mại tại KĐT Đại Phong",94.0,6.0,16.0,Tây - Nam,,,,,,,22
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Central Lakeside",100.0,5.0,21.0,Tây - Nam,Đông - Nam,8,6,Have certificate,Basic,,22
"Đồng Nai, Biên Hòa, Shophouse, nhà phố thương mại tại Izumi Canaria",114.0,6.0,33.0,Tây - Bắc,Đông - Nam,4,3,Sale contract,,11.5,22
"Đà Nẵng, Hải Châu, Shophouse, nhà phố thương mại tại Regal Pavillon Đà Nẵng",120.0,6.0,7.5,Đông - Nam,Đông - Nam,6,6,Have certificate,Full,23.0,15
"Hồ Chí Minh, Bình Chánh, Shophouse, nhà phố thương mại tại đường Quách Điêu",90.0,11.5,40.0,Bắc,Bắc,8,8,Have certificate,Full,7.5,22
"Bình Dương, Thuận An, Shophouse, nhà phố thương mại tại Happy One Mori",254.0,,,,,,,Sale contract,,10.5,12
"Hải Phòng, Thủy Nguyên, Shophouse, nhà phố thương mại tại The Centric",90.0,6.0,13.0,Đông,Nam,6,6,Have certificate,,14.91,21
"Bình Định, Quy Nhơn, Shophouse, nhà phố thương mại tại Khu đô thị An Phú Thịnh",134.1,7.0,,Tây - Bắc,,,,Have certificate,,6.95,20
"Hà Nội, Hoài Đức, Shophouse, nhà phố thương mại tại Vista Nam An Khánh",160.0,6.6,39.0,,,,,,,32.0,20
"Hồ Chí Minh, Bình Tân, Shophouse, nhà phố thương mại tại The Sholi Bình Tân",64.0,5.0,8.0,,,5,5,Have certificate,Basic,10.0,20
"Đà Nẵng, Hải Châu, Shophouse, nhà phố thương mại tại Regal Pavillon Đà Nẵng",103.0,,7.5,,,,,Have certificate,Basic,16.5,19
"Quảng Ninh, Hạ Long, Shophouse, nhà phố thương mại tại SkyM",71.0,,,,,,,Have certificate,,6.0,19
"Hồ Chí Minh, Quận 4, Shophouse, nhà phố thương mại tại Căn hộ Riva Park",40.0,,,Đông - Nam,Đông - Nam,,1,Sale contract,Basic,3.2,5
"Quảng Ninh, Hạ Long, Shophouse, nhà phố thương mại tại SkyM",130.16,,,Tây - Bắc,Tây - Bắc,,,Have certificate,,11.7,18
"Quảng Ninh, Hạ Long, Shophouse, nhà phố thương mại tại ICON40 Hạ Long",130.0,,,,,,,Have certificate,,11.7,18
"Đà Nẵng, Ngũ Hành Sơn, Shophouse, nhà phố thương mại tại Sun Cosmo Residence",112.0,5.0,7.5,Đông - Bắc,Đông - Bắc,,,Have certificate,Full,25.0,18
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại Q2 Thảo Điền",138.0,6.0,,,,5,5,Have certificate,Basic,65.0,18
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Khu đô thị Ecopark",110.0,5.0,30.0,Tây - Nam,Tây - Nam,4,4,Have certificate,,,23
"Bình Dương, Tân Uyên, Shophouse, nhà phố thương mại tại Lan Anh Avenue",70.0,,,,,,,Have certificate,,2.6,23
"Thanh Hóa, Thanh Hóa, Shophouse, nhà phố thương mại tại Central Riverside Thanh Hóa",132.97,6.0,67.0,Tây - Nam,Tây - Nam,,,Have certificate,,14.67,23
"Thanh Hóa, Thanh Hóa, Shophouse, nhà phố thương mại tại CSEDP Lotus",90.0,5.0,10.0,Đông - Bắc,Đông - Bắc,5,4,Have certificate,,6.0,23
"Khánh Hòa, Nha Trang, Shophouse, nhà phố thương mại tại Vinhomes Pearl Bay",108.0,6.0,23.0,Đông - Nam,,,,Have certificate,,17.42,23
"Bắc Giang, Bắc Giang, Shophouse, nhà phố thương mại tại Eco Garden",34.0,,,,,1,1,,,,23
"Hà Nam, Thanh Liêm, Shophouse, nhà phố thương mại tại Tân Thanh Elite City",158.5,,30.0,Nam,Nam,,,Have certificate,,6.15,23
"Hải Phòng, Thủy Nguyên, Shophouse, nhà phố thương mại tại Hoàng Huy New City",90.0,6.0,30.0,Đông,Đông,,,Have certificate,,8.52,23
"Hà Nội, Gia Lâm, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm",70.0,5.0,,Đông - Bắc,Đông - Bắc,,,Sale contract,,8.55,23
"Hải Phòng, Thủy Nguyên, Shophouse, nhà phố thương mại tại Vinhomes Royal Island",87.6,7.0,,,,5,4,Have certificate,,17.77,23
"Hải Phòng, Lê Chân, Shophouse, nhà phố thương mại tại The Minato Residence",130.0,15.0,15.0,Tây - Bắc,,,,Have certificate,,5.0,23
"Hải Phòng, Lê Chân, Shophouse, nhà phố thương mại tại Sentosa Sky Park Hải Phòng",202.0,15.0,15.0,Tây - Bắc,Tây - Bắc,,,Have certificate,,8.6,23
"Bình Dương, Dĩ An, Shophouse, nhà phố thương mại tại Bcons Uni Valley",108.0,6.0,13.0,Đông - Bắc,Đông - Bắc,5,6,Have certificate,,12.99,23
"Hà Nội, Đông Anh, Shophouse, nhà phố thương mại tại Vinhomes Global Gate",90.0,,,,,,,Sale contract,,14.2,23
"Thanh Hóa, Sầm Sơn, Shophouse, nhà phố thương mại tại Sun Grand Boulevard",112.0,7.3,7.0,Đông,Tây,6,4,Have certificate,,9.3,23
"Nghệ An, Vinh, Shophouse, nhà phố thương mại tại Eurowindow Central Avenue",120.0,6.0,12.0,Tây - Nam,,,,Sale contract,,8.98,23
"Hà Nội, Đan Phượng, Shophouse, nhà phố thương mại tại Noble Palace Tây Thăng Long",75.0,,,,,,,Have certificate,,18.7,17
"Nghệ An, Vinh, Shophouse, nhà phố thương mại tại Eurowindow Sport Garden",120.0,,12.0,,,,,Sale contract,,,23
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại Vietsing Square",75.0,5.0,17.0,,,7,4,Have certificate,,6.0,16
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại Vietsing Square",75.0,5.0,17.5,,,7,4,Have certificate,,6.0,16
"Hồ Chí Minh, Quận 9, Shophouse, nhà phố thương mại tại Chung cư MT Eastmark City",120.5,30.0,30.0,Tây,Đông,,1,Have certificate,,7.83,24
"Hà Nội, Gia Lâm, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm",90.0,7.0,52.0,Đông - Nam,Đông - Nam,4,4,Have certificate,,27.5,24
"Hồ Chí Minh, Bình Tân, Shophouse, nhà phố thương mại tại The Sholi Bình Tân",62.8,4.0,12.0,Đông - Nam,Đông - Nam,5,5,Have certificate,,12.3,24
"Vĩnh Phúc, Phúc Yên, Shophouse, nhà phố thương mại tại TMS Grand City Phúc Yên",75.0,5.0,19.5,Đông - Nam,Đông - Nam,,,Have certificate,,5.45,21
"Long An, Bến Lức, Shophouse, nhà phố thương mại tại Thanh Phú Centre Point",90.0,,36.0,Đông - Bắc,Đông - Bắc,3,3,Sale contract,,5.9,24
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Aqua Bay Sky Residences",100.0,5.0,40.0,Đông - Nam,Đông - Nam,5,3,Have certificate,Basic,20.5,24
"Hà Nội, Long Biên, Shophouse, nhà phố thương mại tại Long Biên Central",202.0,12.0,30.0,Tây - Bắc,Tây - Bắc,3,3,Sale contract,,22.6,24
"Thanh Hóa, Thanh Hóa, Shophouse, nhà phố thương mại tại Eurowindow Light City",96.0,6.0,25.0,Tây - Nam,Tây - Nam,,,Sale contract,,6.05,24
"Bình Dương, Thuận An, Shophouse, nhà phố thương mại tại Happy One Mori",139.6,,,Tây - Bắc,Tây - Bắc,,1,Sale contract,Basic,6.4,18
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại The Victoria - Vinhomes Smart City",64.0,,,Tây - Bắc,,,,Sale contract,,10.8,24
"Hà Nội, Thanh Trì, Shophouse, nhà phố thương mại tại Tứ Hiệp Plaza",50.0,,,,,,,,,0.04,24
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park 3",110.0,5.5,51.0,,,,,Sale contract,,19.0,24
"Long An, Bến Lức, Shophouse, nhà phố thương mại tại Thanh Phú Centre Point",100.0,,,,,,,Have certificate,,,24
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại SOHO - The Global City",190.0,10.0,20.0,,,,,Have certificate,,78.0,24
"Quảng Trị, Đông Hà, Shophouse, nhà phố thương mại tại Vincom Shophouse Royal Park Quảng Trị",75.0,,,,,3,,Have certificate,,5.75,24
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Louis City Đại Mỗ",120.0,6.0,,,,,,,,,24
"Quảng Ngãi, Quảng Ngãi, Shophouse, nhà phố thương mại tại Khu đô thị HUD - Phú Mỹ",150.0,6.0,50.0,Bắc,Bắc,5,6,Have certificate,Basic,4.25,24
"Thanh Hóa, Hoằng Hóa, Shophouse, nhà phố thương mại tại Flamingo Hải Tiến",96.0,8.0,12.0,,,5,6,Sale contract,Full,6.8,24
"Bình Dương, Thuận An, Shophouse, nhà phố thương mại tại Lavela Garden",61.7,4.0,13.0,,,,,Have certificate,,2.85,24
"Hồ Chí Minh, Quận 7, Shophouse, nhà phố thương mại tại Sunrise City",68.0,,,Tây,,1,,Have certificate,Full,9.5,23
"Hà Nội, Tây Hồ, Shophouse, nhà phố thương mại tại KĐT Tây Hồ Tây - Starlake Hà Nội",150.0,6.0,30.0,Tây - Nam,,,,,,,25
"Long An, Đức Hòa, Shophouse, nhà phố thương mại tại The Win City",52.0,,,,,,,Sale contract,Full,2.3,25
"Quảng Ninh, Hạ Long, Shophouse, nhà phố thương mại tại Sun Porto Town",127.5,7.5,7.0,Nam,,,,Have certificate,Basic,,25
"Long An, Cần Giuộc, Shophouse, nhà phố thương mại tại Iris Residence",76.0,,,,,,,Sale contract,,3.5,25
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại Centa Riverside",100.0,5.0,16.0,,,4,4,Have certificate,,7.0,19
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Central Lakeside",80.0,5.0,21.0,Đông - Nam,Đông - Nam,,,,,0.38,25
"Đồng Nai, Nhơn Trạch, Shophouse, nhà phố thương mại tại Swan Bay",136.0,,,,,3,2,Have certificate,,10.5,25
"Hà Nội, Gia Lâm, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm",88.0,,,Đông,,,,Have certificate,,17.5,25
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Vinhomes Smart City",150.0,,,Đông - Bắc,,,,Have certificate,Basic,30.0,25
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại VSIP Bắc Ninh",120.0,,,,,,,Have certificate,,,25
"Hải Phòng, Thủy Nguyên, Shophouse, nhà phố thương mại tại Vlasta Thủy Nguyên",62.5,5.0,15.0,,,,,Have certificate,Basic,4.5,25
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại The Sapphire-Vinhomes Smart City",55.0,8.0,13.5,Đông - Nam,,,,Have certificate,Basic,,25
"Quảng Ninh, Hạ Long, Shophouse, nhà phố thương mại tại Aria Bay Tower",70.0,,,Đông - Nam,Đông - Nam,1,2,Sale contract,Basic,,23
"Hồ Chí Minh, Quận 7, Shophouse, nhà phố thương mại tại Khu đô thị Him Lam Kênh Tẻ",150.0,,,,,,,Have certificate,Basic,60.0,25
"Bình Dương, Thủ Dầu Một, Shophouse, nhà phố thương mại tại Artisan Park",100.0,,,,,,,Have certificate,,7.5,24
"Hồ Chí Minh, Quận 7, Shophouse, nhà phố thương mại tại Cảnh Viên 2",122.0,,,,,,,Have certificate,,24.5,25
"Hà Nội, Bắc Từ Liêm, Shophouse, nhà phố thương mại tại Embassy Garden",124.0,6.0,60.0,,,,,Have certificate,,,25
"Hải Phòng, Lê Chân, Shophouse, nhà phố thương mại tại The Stellar Town",75.0,5.0,12.0,Đông - Nam,Đông - Nam,5,4,Have certificate,,12.0,24
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Vinhomes Green Bay Mễ Trì",80.0,8.0,15.0,,,,,Have certificate,,21.0,24
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Louis City Đại Mỗ",120.0,6.0,40.0,,,,,Sale contract,,53.0,24
"Thanh Hóa, Thanh Hóa, Shophouse, nhà phố thương mại tại Eurowindow Light City",96.0,6.0,25.0,Đông - Bắc,Đông - Bắc,,,Sale contract,,6.15,28
"Quảng Ninh, Hạ Long, Shophouse, nhà phố thương mại tại New Life Tower",63.0,8.0,,,,,,Have certificate,Full,6.3,28
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại Dự án Huy Hoàng",690.0,10.0,10.0,,,,8,Have certificate,Basic,70.0,28
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại The Global City",95.0,14.0,14.0,Đông - Nam,Đông - Nam,8,7,Have certificate,,33.0,27
"Long An, Bến Lức, Shophouse, nhà phố thương mại tại Thanh Phú Centre Point",100.0,21.0,30.0,Bắc,,4,4,Have certificate,,6.0,27
"Long An, Bến Lức, Shophouse, nhà phố thương mại tại Thanh Phú Centre Point",77.0,,17.0,Đông - Nam,Nam,4,4,Sale contract,,5.98,27
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại The Global City",95.0,14.0,14.0,Đông - Nam,Đông - Nam,8,6,Have certificate,,33.0,27
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park 2",91.0,,20.0,Đông - Nam,Đông - Nam,,,Have certificate,,21.0,27
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại The Global City",95.0,14.0,14.0,Đông - Nam,Đông - Nam,8,4,Have certificate,,33.0,27
"Kiên Giang, Phú Quốc, Shophouse, nhà phố thương mại tại Shop Vinwonders",128.0,10.0,,,,,,Sale contract,,7.0,26
"Hà Nội, Hà Đông, Shophouse, nhà phố thương mại tại Anland LakeView",220.0,9.5,60.0,Đông - Nam,Đông - Nam,3,3,Have certificate,Basic,25.52,26
"Bình Dương, Thủ Dầu Một, Shophouse, nhà phố thương mại tại Phố Thương mại Uni Complex",95.0,5.0,,Tây - Nam,Tây - Nam,,,Sale contract,,6.5,26
"Hưng Yên, Văn Lâm, Shophouse, nhà phố thương mại tại The Fullton",168.0,10.5,20.0,Đông - Nam,Đông - Bắc,5,4,Sale contract,,36.34,26
"Bình Dương, Dĩ An, Shophouse, nhà phố thương mại tại Bcons Uni Valley",85.0,,12.0,,,10,10,Have certificate,,10.9,26
"Đà Nẵng, Liên Chiểu, Shophouse, nhà phố thương mại tại Lakeside Palace",220.0,11.5,33.0,Đông - Nam,Đông - Bắc,5,6,Have certificate,Full,17.0,26
"Hải Phòng, Dương Kinh, Shophouse, nhà phố thương mại tại Vinhomes Golden City",117.0,8.0,20.0,Đông - Nam,,,,,,8.3,26
"Quảng Ngãi, Quảng Ngãi, Shophouse, nhà phố thương mại tại Khu đô thị HUD - Phú Mỹ",150.0,50.0,,,,,,Have certificate,,4.5,26
"Thanh Hóa, Thanh Hóa, Shophouse, nhà phố thương mại tại The Sentosa",83.7,8.0,,Tây - Bắc,Đông - Nam,,,Sale contract,,2.6,26
"Hà Nội, Long Biên, Shophouse, nhà phố thương mại tại Long Biên Central",336.0,20.0,40.0,Tây - Nam,Tây - Bắc,3,3,Sale contract,,43.5,26
"Bình Dương, Thủ Dầu Một, Shophouse, nhà phố thương mại tại Thành Phố Mới Bình Dương",150.0,7.0,36.0,,,5,6,Have certificate,,15.5,26
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại Centa City",120.0,6.0,56.0,Đông,Đông,5,5,Have certificate,,13.5,29
"Hưng Yên, Yên Mỹ, Shophouse, nhà phố thương mại tại Phố Nối House",71.85,5.66,,,,,,Have certificate,,8.7,29
"Bình Dương, Tân Uyên, Shophouse, nhà phố thương mại tại Sun Casa Square",100.0,8.0,20.0,,,,,Sale contract,,3.5,29
"Quảng Ninh, Uông Bí, Shophouse, nhà phố thương mại tại Vincom Shophouse Uông Bí",90.6,,,,,,,Have certificate,,6.5,29
"Bình Dương, Thủ Dầu Một, Shophouse, nhà phố thương mại tại Haruka Terrace & Haruka Residence",114.0,,,,,,,Have certificate,Basic,10.0,29
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Iconia Lakeside",75.0,5.0,42.0,Tây - Bắc,Tây - Bắc,4,2,Sale contract,,0.41,23
"Bình Dương, Thuận An, Shophouse, nhà phố thương mại tại One Era",90.0,,40.0,Nam,,2,3,Sale contract,,0.09,29
"Bình Dương, Thủ Dầu Một, Shophouse, nhà phố thương mại tại Golden Boulevard",124.0,36.0,36.0,Đông - Nam,Tây - Bắc,2,3,,,0.03,29
"Bình Dương, Dĩ An, Shophouse, nhà phố thương mại tại Royal Town Dĩ An",68.6,5.0,13.0,Đông - Bắc,Đông - Bắc,4,5,Have certificate,Basic,5.0,29
"Kiên Giang, Rạch Giá, Shophouse, nhà phố thương mại tại Khu Đô Thị Mới Phú Cường",118.75,5.0,22.0,Đông - Bắc,Tây - Nam,4,3,Have certificate,Basic,5.9,29
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Sol Forest Ecopark",66.0,6.0,5.0,Đông - Nam,,2,2,Have certificate,,3.3,29
"Hồ Chí Minh, Nhà Bè, Shophouse, nhà phố thương mại tại Essensia Broadway",336.0,60.0,60.0,Đông - Bắc,Đông - Bắc,3,4,Sale contract,,45.0,29
"Hồ Chí Minh, Bình Tân, Shophouse, nhà phố thương mại tại The Privia",111.0,,,,,,,,,15.5,29
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Central Lakeside",80.0,5.0,15.0,Đông - Nam,Đông - Nam,,,Sale contract,,,29
"Hà Nội, Hoài Đức, Shophouse, nhà phố thương mại tại Hinode Royal Park",100.0,,,,,,,,,21.0,28
"Hải Phòng, Thủy Nguyên, Shophouse, nhà phố thương mại tại Hoàng Huy New City",90.0,6.0,15.0,Tây,,,,Have certificate,,9.61,24
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại The Global City",95.0,19.0,19.0,Đông - Nam,Đông - Nam,8,5,Have certificate,,31.0,28
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại SOHO - The Global City",95.0,19.0,19.0,Đông - Nam,Đông - Nam,8,5,Have certificate,,33.0,28
"Hồ Chí Minh, Quận 2, Shophouse, nhà phố thương mại tại SOHO - The Global City",95.0,19.0,19.0,Đông - Nam,Đông - Nam,8,5,Have certificate,,32.0,28
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại Centa Riverside",100.0,5.0,16.0,,,4,4,Have certificate,,7.0,22
"Hà Nội, Đông Anh, Shophouse, nhà phố thương mại tại Vinhomes Global Gate",62.0,5.5,30.0,,,6,8,Have certificate,,12.5,30
"Bà Rịa Vũng Tàu, Vũng Tàu, Shophouse, nhà phố thương mại tại La Vida Residences",120.0,,,,,,,Have certificate,,13.5,30
"Khánh Hòa, Nha Trang, Shophouse, nhà phố thương mại tại Vinhomes Pearl Bay",80.0,6.0,33.0,,,6,7,Have certificate,,15.6,30
"Khánh Hòa, Nha Trang, Shophouse, nhà phố thương mại tại Vinhomes Pearl Bay",86.0,6.0,20.0,,,6,7,Have certificate,Basic,9.4,30
"Hà Nội, Long Biên, Shophouse, nhà phố thương mại tại Berriver Jardin Long Biên",103.0,28.0,40.0,,,,,Have certificate,,6.18,30
"Hà Nội, Hoàng Mai, Shophouse, nhà phố thương mại tại Galia Hanoi",60.0,6.0,40.0,Tây - Nam,Tây - Bắc,,,Have certificate,,11.6,30
"Hồ Chí Minh, Tân Phú, Shophouse, nhà phố thương mại tại Celadon City",554.0,16.5,,,,,,,Basic,48.51,30
"Nghệ An, Vinh, Shophouse, nhà phố thương mại tại Casa Bonita",108.0,,,,,,,,,,30
"Đồng Nai, Biên Hòa, Shophouse, nhà phố thương mại tại Aqua City",117.0,6.0,45.0,Đông,Đông,4,5,Sale contract,,11.4,30
"Bắc Ninh, Từ Sơn, Shophouse, nhà phố thương mại tại Centa Riverside",120.0,6.0,16.0,Nam,,4,4,Have certificate,,7.8,23
"Hà Nội, Nam Từ Liêm, Shophouse, nhà phố thương mại tại Central Lakeside",90.0,5.0,17.5,Đông - Bắc,Tây - Nam,5,6,Sale contract,,,29
"Bà Rịa Vũng Tàu, Vũng Tàu, Shophouse, nhà phố thương mại tại Blanca City",175.0,10.0,15.0,,,3,3,Have certificate,Basic,30.9,29
"Cần Thơ, Cái Răng, Shophouse, nhà phố thương mại tại Nam Long II Central Lake",108.0,6.0,47.0,Tây - Nam,Tây - Nam,3,4,Sale contract,Basic,8.88,29
"Hà Nội, Thường Tín, Shophouse, nhà phố thương mại tại Him Lam Thường Tín",81.0,,11.0,Nam,,,,Have certificate,,,29
"Thừa Thiên Huế, Phú Lộc, Shophouse, nhà phố thương mại tại Phố chợ Lăng Cô",132.6,4.0,13.0,Nam,Nam,4,3,Have certificate,,1.75,29
"Bình Dương, Thuận An, Shophouse, nhà phố thương mại tại Opal Skyline",57.9,,,,,1,1,Have certificate,Basic,3.85,29
"Hà Nội, Hoàng Mai, Shophouse, nhà phố thương mại tại Bea Sky",309.0,,,,,,,Sale contract,Basic,0.09,29
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park 2",80.0,5.0,20.0,,,,,Have certificate,,10.9,29
"Hồ Chí Minh, Nhà Bè, Shophouse, nhà phố thương mại tại Essensia Broadway",336.0,60.0,60.0,Đông - Bắc,Đông - Bắc,3,4,Sale contract,,45.0,29
"Hà Nội, Hoài Đức, Shophouse, nhà phố thương mại tại Geleximco Lê Trọng Tấn - Hoài Đức",120.0,5.0,40.0,Đông - Bắc,Đông - Bắc,8,5,Have certificate,,36.0,29
"Hải Phòng, Dương Kinh, Shophouse, nhà phố thương mại tại Vinhomes Golden City",105.0,8.0,20.0,,,,,,,8.0,25
"Hồ Chí Minh, Tân Phú, Shophouse, nhà phố thương mại tại Diamond Alnata",535.0,15.0,61.0,,,5,5,,Full,48.0,30
"Hồ Chí Minh, Tân Phú, Shophouse, nhà phố thương mại tại Celadon City",288.0,,,Nam,,,,,,30.27,30
"Hà Nội, Đan Phượng, Shophouse, nhà phố thương mại tại Noble Palace Tây Thăng Long",62.5,5.0,10.5,Đông - Nam,Đông - Nam,5,5,Sale contract,Basic,13.5,22
"Hưng Yên, Văn Giang, Shophouse, nhà phố thương mại tại Vinhomes Ocean Park 3",102.0,7.0,20.0,Đông - Bắc,,,,Have certificate,,27.6,25
