Address,Area,Frontage,Access Road,House direction,Balcony direction,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Day
"Bắc Ninh, Từ Sơn, Nhà biệt thự, liền kề tại Centa Riverside",322.0,14.0,61.0,Nam,Nam,,,Have certificate,Basic,26.7,3
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Sơn Đồng Center",80.0,6.25,,,,,,Have certificate,,13.2,5
"Khánh Hòa, Cam Ranh, Nhà biệt thự, liền kề tại Para Draco",600.0,,,,,3,3,,,0.05,4
"Hà Nội, Long Biên, Nhà biệt thự, liền kề tại Khu đô thị Sài Đồng",179.0,13.0,,,,4,3,Have certificate,,48.0,7
"Hà Nội, Long Biên, Nhà biệt thự, liền kề tại Vinhomes Riverside",86.0,6.0,,,,3,3,Have certificate,Full,44.0,7
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại Lan Anh Village",377.0,,,,,,,,,220.0,7
"Hà Nội, Nam Từ Liêm, Nhà biệt thự, liền kề tại Xuân Phương Residence",65.0,4.5,15.0,Đông - Nam,Đông - Nam,4,5,Have certificate,,17.5,7
"Hồ Chí Minh, Hóc Môn, Nhà biệt thự, liền kề tại Vinhomes Saigon Park",80.0,,,Đông,Đông,,,Have certificate,,,1
"Ninh Thuận, Ninh Hải, Nhà biệt thự, liền kề tại đường Tỉnh lộ 702",270.2,12.0,10.0,,,2,2,Have certificate,,4.8,6
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại Phố Đông Village",187.5,10.0,12.0,Đông - Nam,Đông - Bắc,5,5,Have certificate,,25.0,6
"Bà Rịa Vũng Tàu, Vũng Tàu, Nhà biệt thự, liền kề tại The Maris Vũng Tàu",650.0,,12.0,Đông - Nam,Đông - Nam,3,4,Have certificate,Full,48.0,6
"Quảng Ninh, Quảng Yên, Nhà biệt thự, liền kề tại Quảng Yên Centro",85.0,5.0,,Bắc,,,,,,0.05,6
"Hà Nội, Thanh Trì, Nhà biệt thự, liền kề tại đường Yên Xá",225.0,12.0,20.0,,,6,8,Have certificate,,85.0,6
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại Gladia by The Water",171.0,9.0,25.0,Đông - Bắc,Đông - Bắc,6,4,Have certificate,,45.0,3
"Đồng Nai, Nhơn Trạch, Nhà biệt thự, liền kề tại Khu đô thị Swan Park",150.0,,,Đông - Nam,,,,Sale contract,,8.5,5
"Đồng Nai, Biên Hòa, Nhà biệt thự, liền kề tại Izumi Canaria",111.0,6.0,,Tây - Bắc,,4,4,Sale contract,,8.17,3
"Bình Thuận, Phan Thiết, Nhà biệt thự, liền kề tại Novahills Mũi Né Resort & Villas",250.0,,,,,,,Sale contract,,5.9,5
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate",77.0,,,,,3,4,,Full,28.0,5
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate",80.0,,,,,,,,,29.0,5
"Quảng Ninh, Hạ Long, Nhà biệt thự, liền kề tại phường Đại Yên",162.0,9.0,13.0,Đông - Bắc,Đông - Bắc,6,5,Have certificate,,13.62,5
"Hà Nội, Gia Lâm, Nhà biệt thự, liền kề tại Phú Thị Riverside",75.0,,,,Đông - Nam,4,,Have certificate,,10.9,5
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại đường Trần Phú",100.0,25.0,17.0,,,5,6,Have certificate,Full,32.0,5
"Hồ Chí Minh, Cần Giờ, Nhà biệt thự, liền kề tại Vinhomes Green Paradise",208.1,17.0,17.0,Đông - Bắc,Tây - Nam,4,4,Sale contract,Basic,30.94,10
"Hà Nội, Nam Từ Liêm, Nhà biệt thự, liền kề tại FLC Premier Parc Đại Mỗ",90.0,,,Đông - Nam,,,,Sale contract,,,10
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại xã Nghĩa Trụ",126.0,7.0,15.0,Tây - Bắc,Tây - Bắc,6,4,Sale contract,,13.8,5
"Khánh Hòa, Cam Ranh, Nhà biệt thự, liền kề tại ParaSol",122.4,,,,,,,Have certificate,Full,6.0,11
"Đồng Nai, Nhơn Trạch, Nhà biệt thự, liền kề tại đường D7",140.0,7.0,,Tây - Nam,Tây - Nam,4,5,Have certificate,Full,11.2,11
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate",136.0,8.5,30.0,,,8,9,Have certificate,,52.0,11
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate",212.5,12.5,60.0,Đông - Nam,,9,10,Have certificate,,140.0,11
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland",268.0,15.0,12.0,,,6,6,Have certificate,Full,60.0,11
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán",280.0,22.0,30.0,,,5,5,Have certificate,Full,99.9,11
"Long An, Bến Lức, Nhà biệt thự, liền kề tại Khu đô thị Waterpoint",90.0,6.0,16.0,Bắc,Nam,2,3,Have certificate,Full,5.3,11
"Long An, Bến Lức, Nhà biệt thự, liền kề tại Eco Retreat Long An",220.0,,,Đông - Bắc,,,,Sale contract,,18.2,11
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Hà Đô Charm Villas",168.0,9.0,8.0,Bắc,Bắc,,,,,0.21,11
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới Dương Nội",450.0,39.0,20.0,,,5,5,Have certificate,Full,,11
"Thanh Hóa, Thanh Hóa, Nhà biệt thự, liền kề tại Eurowindow Light City",96.0,6.0,17.0,Đông - Nam,Đông - Nam,5,5,Sale contract,,5.7,11
"Nghệ An, Nghi Lộc, Nhà biệt thự, liền kề tại Meysenses Lucia Bay Bãi Lữ",322.9,,6.0,Đông - Nam,,,,Sale contract,,12.0,11
"Hồ Chí Minh, Cần Giờ, Nhà biệt thự, liền kề tại Vinhomes Green Paradise",197.0,10.0,14.0,Đông - Nam,Đông - Nam,6,6,Sale contract,,,11
"Hồ Chí Minh, Cần Giờ, Nhà biệt thự, liền kề tại Vinhomes Green Paradise",270.2,12.0,15.0,,Đông - Bắc,7,7,Sale contract,,,11
"Hà Nội, Tây Hồ, Nhà biệt thự, liền kề tại đường Trích Sài",271.0,15.0,,,,6,6,Have certificate,,65.0,10
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Emerald Symphony",80.0,,,Nam,,,,Have certificate,,7.67,4
"Hồ Chí Minh, Quận 9, Nhà biệt thự, liền kề tại Vinhomes Grand Park",96.0,,,,,,,,,21.0,10
"Hà Nội, Đan Phượng, Nhà biệt thự, liền kề tại Noble Palace Tây Thăng Long",75.0,,,,,,,Have certificate,,17.0,10
"Hồ Chí Minh, Cần Giờ, Nhà biệt thự, liền kề tại Vinhomes Green Paradise",250.4,15.0,21.0,Đông - Bắc,Tây - Nam,4,4,Sale contract,Basic,,10
"Hải Phòng, Dương Kinh, Nhà biệt thự, liền kề tại Anh Dũng II - Sao Đỏ I",396.0,,12.0,,,,,Have certificate,,23.0,9
"Bình Dương, Bàu Bàng, Nhà biệt thự, liền kề tại Thăng Long Central City",80.0,5.0,25.0,Tây - Nam,,4,3,Have certificate,,2.8,15
"Hà Nội, Cầu Giấy, Nhà biệt thự, liền kề tại phường Quan Hoa",225.0,7.6,4.0,,,5,5,Have certificate,Full,56.0,9
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị Thanh Hà Mường Thanh",300.0,12.0,25.0,Đông - Nam,,5,5,Sale contract,Basic,0.11,15
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland",139.0,10.0,12.0,,,5,5,Have certificate,Full,40.0,15
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Hinode Royal Park",100.0,5.0,17.0,Tây,Nam,,,Have certificate,,16.0,15
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Hinode Royal Park",215.0,10.0,17.0,Tây - Nam,,,,,,60.0,15
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Vinhomes Ocean Park 2",63.0,5.0,13.0,Đông - Nam,Đông - Nam,6,5,Have certificate,Basic,8.5,14
"Hà Nội, Ba Đình, Nhà biệt thự, liền kề tại The Heritage Láng Hạ",91.0,5.2,8.0,Nam,Nam,10,6,Have certificate,,56.0,8
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại Khu Dân cư Thủ Thiêm Villa",550.0,25.0,16.0,,,,,Have certificate,Full,92.0,14
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại An Phú Shop Villa",238.0,,,,,,,Have certificate,,43.5,14
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại đường Lê Hữu Kiều",890.0,25.0,12.0,,,,,Have certificate,,110.0,6
"Hòa Bình, Lương Sơn, Nhà biệt thự, liền kề tại Ivory Villas & Resort",600.0,30.0,30.0,Đông - Nam,Nam,5,5,Have certificate,Full,8.5,13
"Hòa Bình, Lương Sơn, Nhà biệt thự, liền kề tại Ivory Villas & Resort",400.0,,30.0,Đông - Nam,Nam,4,4,Have certificate,Full,6.5,13
"Hà Nội, Đống Đa, Nhà biệt thự, liền kề tại đường Huỳnh Thúc Kháng",100.0,,,,,,,Have certificate,,78.0,13
"Long An, Cần Giuộc, Nhà biệt thự, liền kề tại T&T Millennia City Long Hậu",120.0,6.0,10.0,,,5,4,Have certificate,Basic,6.0,17
"Khánh Hòa, Nha Trang, Nhà biệt thự, liền kề tại La Tiên Villas",164.8,8.0,10.0,Đông,Đông,3,4,Have certificate,Full,16.3,17
"Hồ Chí Minh, Quận 9, Nhà biệt thự, liền kề tại The Collectors'",958.0,,12.0,Nam,Nam,6,7,Have certificate,,179.0,8
"Hồ Chí Minh, Hóc Môn, Nhà biệt thự, liền kề tại Vinhomes Saigon Park",50.0,,13.0,Tây - Bắc,Tây - Bắc,5,3,Sale contract,,6.8,17
"Hà Nam, Phủ Lý, Nhà biệt thự, liền kề tại Sun Urban City",60.0,4.0,13.5,Đông,Bắc,4,3,Sale contract,,4.6,9
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Vista Nam An Khánh",400.0,15.0,,,,,,,,100.0,17
"Hồ Chí Minh, Gò Vấp, Nhà biệt thự, liền kề tại CityLand Park Hills",575.0,125.0,30.0,Nam,Nam,,,Have certificate,,131.0,11
"Hồ Chí Minh, Quận 7, Nhà biệt thự, liền kề tại Khu Biệt Thự Mỹ Kim 1, 2",320.0,,,Bắc,,,,Have certificate,,170.0,17
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Villa Avenue Vân Trì",1.188,31.0,,,,,,Have certificate,,220.0,17
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Vista Nam An Khánh",1.04,,,,,,,Have certificate,,300.0,17
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Vinhomes Royal Island",99.0,6.0,,Tây - Nam,,,,Sale contract,,13.3,17
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Vinhomes Royal Island",180.1,,,Đông,,,,Have certificate,,20.92,17
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Vinhomes Royal Island",236.4,7.0,,Đông,,,,Have certificate,,21.83,17
"Thanh Hóa, Sầm Sơn, Nhà biệt thự, liền kề tại Vlasta Sầm Sơn",198.0,12.0,14.0,,,,,Have certificate,,9.5,17
"Thanh Hóa, Sầm Sơn, Nhà biệt thự, liền kề tại Vlasta Sầm Sơn",84.5,6.5,27.0,Tây - Nam,Tây - Nam,,,Have certificate,,7.83,16
"Quảng Ninh, Vân Đồn, Nhà biệt thự, liền kề tại Sonasea Vân Đồn Harbor City",160.0,,,Nam,Nam,3,2,,,8.0,16
"Lâm Đồng, Đà Lạt, Nhà biệt thự, liền kề tại đường Khe Sanh",200.0,10.0,6.0,,,5,6,Have certificate,Full,18.0,16
"Lâm Đồng, Đà Lạt, Nhà biệt thự, liền kề tại đường An Sơn",200.0,8.0,8.0,,,5,6,Have certificate,Full,19.5,16
"Lâm Đồng, Đà Lạt, Nhà biệt thự, liền kề tại đường An Sơn",412.0,19.0,10.0,,,13,16,Have certificate,,31.0,16
"Hà Nội, Cầu Giấy, Nhà biệt thự, liền kề tại đường Thọ Tháp",189.0,14.0,14.0,,,4,3,Have certificate,,86.0,15
"Đà Nẵng, Sơn Trà, Nhà biệt thự, liền kề tại Sun Symphony Residence",216.2,12.0,15.0,Đông,Đông,,,Have certificate,,63.44,18
"Hà Nội, Bắc Từ Liêm, Nhà biệt thự, liền kề tại Thành phố Giao Lưu",241.0,13.0,21.0,,,6,5,Have certificate,Basic,111.9,18
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại đường Thái Ly",813.0,20.0,12.0,,,,,Have certificate,Full,180.0,14
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới Phú Lương",220.0,10.0,12.0,,,,,Have certificate,Full,30.0,18
"Hưng Yên, Văn Lâm, Nhà biệt thự, liền kề tại The Fullton",115.0,,,,,,,,,0.17,18
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại phường Vạn Phúc",50.0,,,,,,,,,23.8,18
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland",700.0,20.0,20.0,,,5,6,Have certificate,Full,169.0,18
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland",300.0,20.0,20.0,,,5,6,Have certificate,Full,70.0,18
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại thị trấn Trạm Trôi",39.0,,,,,,,,,7.0,12
"Kiên Giang, Phú Quốc, Nhà biệt thự, liền kề tại The Residence Phú Quốc",135.0,,,,,3,4,Have certificate,,8.0,18
"Hồ Chí Minh, Nhà Bè, Nhà biệt thự, liền kề tại Essensia Broadway",153.0,12.0,15.0,Đông - Bắc,Đông - Bắc,4,3,,,38.0,18
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Mega Complex - Vinhomes Ocean Park 2",90.0,,35.0,,,,,Have certificate,Basic,17.9,18
"Hòa Bình, Hòa Bình, Nhà biệt thự, liền kề tại Dasong Village",250.0,,,,,,,Have certificate,,8.5,18
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Villa Avenue Vân Trì",1.188,31.0,,,,,,Have certificate,Basic,195.0,18
"Bình Dương, Thuận An, Nhà biệt thự, liền kề tại Lavela Garden",70.0,10.0,5.0,Đông - Nam,Tây - Bắc,4,3,Have certificate,,3.1,11
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú",860.0,28.0,15.0,,,5,5,Have certificate,Full,,17
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Belhomes Hải Phòng",80.0,5.0,12.0,Tây - Bắc,Tây - Bắc,,,Have certificate,,5.05,17
"Bắc Ninh, Từ Sơn, Nhà biệt thự, liền kề tại Khu đô thị Mạnh Đức",170.0,8.5,15.0,Đông - Nam,,,,Have certificate,,16.5,17
"Bắc Ninh, Từ Sơn, Nhà biệt thự, liền kề tại Khu đô thị Mạnh Đức",175.0,7.0,20.5,Bắc,,,,Have certificate,,18.7,17
"Hồ Chí Minh, Gò Vấp, Nhà biệt thự, liền kề tại CityLand Park Hills",100.0,5.0,,Nam,Nam,,,Have certificate,,22.0,11
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Khu đô thị Ecopark",80.0,5.0,14.0,Nam,Nam,5,6,Have certificate,,14.0,20
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Khu đô thị Ecopark",90.0,5.5,30.0,Đông,Đông,5,6,Have certificate,,18.5,20
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Thủy Tiên Sky Villas - Ecopark",100.0,5.0,40.0,Bắc,Bắc,5,4,Have certificate,Full,20.9,20
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Khu đô thị Ecopark",80.0,5.0,30.0,Tây - Nam,Tây - Nam,4,4,Have certificate,,17.0,20
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới Dương Nội",700.0,20.0,20.0,,,5,5,Have certificate,Full,169.0,20
"Hải Phòng, Đồ Sơn, Nhà biệt thự, liền kề tại Ruby Coastal City",294.0,,,Đông - Nam,,6,5,Have certificate,Full,0.04,20
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Vlasta Thủy Nguyên",62.5,5.0,15.0,,,4,4,Have certificate,,4.59,20
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Khu đô thị Bắc Sông Cấm",150.5,8.0,14.0,Đông,Đông,5,6,Have certificate,,17.7,20
"Quảng Ninh, Hạ Long, Nhà biệt thự, liền kề tại Grand Bay Halong Villas",628.0,,,Đông - Nam,,,,Have certificate,,0.23,20
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại đường Nguyễn Văn Hưởng",651.0,9.0,,,,,,Have certificate,Full,115.0,19
"Hà Nội, Gia Lâm, Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm",300.0,,,Đông - Nam,,,,,,0.39,19
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Vinhomes Ocean Park 3",126.0,,,,,,,,,14.4,19
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Vinhomes Ocean Park 3",90.0,,,,,,,,,,19
"Hải Phòng, Dương Kinh, Nhà biệt thự, liền kề tại Vinhomes Golden City",98.0,7.7,15.0,Tây - Bắc,Tây - Bắc,4,4,Have certificate,,6.0,19
"Hà Nội, Tây Hồ, Nhà biệt thự, liền kề tại phường Xuân La",102.0,,,,,,,,,50.0,19
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán",700.0,20.0,30.0,,,5,5,Have certificate,Full,169.0,19
"Hưng Yên, Văn Lâm, Nhà biệt thự, liền kề tại Economy City",82.23,5.0,30.0,Đông - Nam,Nam,4,3,Have certificate,,8.77,3
"Bình Dương, Thuận An, Nhà biệt thự, liền kề tại Eco Xuân - Lái Thiêu",180.0,,,,,5,5,Have certificate,Full,16.0,19
"Hà Nội, Tây Hồ, Nhà biệt thự, liền kề tại Khu đô thị Vườn Đào",300.0,15.0,,,,5,5,Have certificate,Full,0.5,18
"Hà Nội, Bắc Từ Liêm, Nhà biệt thự, liền kề tại Thành phố Giao Lưu",129.0,8.0,40.0,,,5,5,Have certificate,Basic,48.0,18
"Hà Nội, Gia Lâm, Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm",150.0,15.0,15.0,Đông - Nam,,2,2,Have certificate,Basic,36.0,22
"Hà Nội, Gia Lâm, Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm",150.0,,,Đông - Nam,Đông,2,2,Have certificate,Full,25.5,22
"Hà Nội, Gia Lâm, Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm",150.0,10.0,15.0,Nam,Đông,5,3,Have certificate,Basic,26.0,22
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate",269.0,10.0,50.0,Đông - Nam,Đông - Nam,,,Have certificate,,145.0,22
"Hưng Yên, Văn Giang, Nhà biệt thự, liền kề tại Aqua Bay Sky Residences",200.0,10.0,24.0,Bắc,Bắc,4,4,Have certificate,Basic,47.0,22
"Hải Phòng, Thủy Nguyên, Nhà biệt thự, liền kề tại Vinhomes Royal Island",75.0,5.0,15.0,Tây - Bắc,,6,4,Have certificate,,9.16,22
"Bình Dương, Bến Cát, Nhà biệt thự, liền kề tại Golden Center City",125.0,7.5,9.0,Đông - Bắc,,,,Have certificate,,4.8,22
"Bắc Ninh, Bắc Ninh, Nhà biệt thự, liền kề tại Him Lam Green Park",108.0,,,,,,,,,,22
"Hà Nội, Hoài Đức, Nhà biệt thự, liền kề tại Hinode Royal Park",82.0,5.0,17.0,Đông - Bắc,Đông - Nam,5,5,Have certificate,,16.3,21
"Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate",63.0,,15.0,,,5,5,Have certificate,,25.0,21
"Long An, Cần Giuộc, Nhà biệt thự, liền kề tại T&T Millennia City Long Hậu",200.0,,,,,5,,,,14.0,22
"Kiên Giang, Rạch Giá, Nhà biệt thự, liền kề tại Khu Đô Thị Mới Phú Cường",69.75,4.5,6.0,Tây - Bắc,Đông - Nam,4,3,Have certificate,Basic,2.15,22
"Hà Nội, Long Biên, Nhà biệt thự, liền kề tại Vinhomes Riverside",120.0,8.0,30.0,,,8,9,Have certificate,Full,56.0,22
"Hải Phòng, Hồng Bàng, Nhà biệt thự, liền kề tại Vinhomes Imperia Hải Phòng",405.0,20.0,13.0,Bắc,Bắc,4,4,Have certificate,Full,61.0,22
"Hải Phòng, Lê Chân, Nhà biệt thự, liền kề tại Vinhomes Marina Cầu Rào 2",347.0,23.0,13.0,Tây - Bắc,,4,4,Have certificate,,42.5,22
"Hải Phòng, Hồng Bàng, Nhà biệt thự, liền kề tại Vinhomes Imperia Hải Phòng",247.0,17.0,15.0,Nam,Nam,4,4,Have certificate,Full,40.5,22
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị Thanh Hà Mường Thanh",100.0,,,,,,,Sale contract,,9.0,22
"Hà Nội, Long Biên, Nhà biệt thự, liền kề tại Vinhomes Riverside",168.0,8.0,30.0,,,8,9,Have certificate,Full,89.0,22
"Hà Nội, Tây Hồ, Nhà biệt thự, liền kề tại Khu đô thị Vườn Đào",368.0,20.0,20.0,,,4,4,Have certificate,Full,230.0,22
"Hưng Yên, Văn Lâm, Nhà biệt thự, liền kề tại Economy City",99.38,5.0,15.5,Nam,Nam,6,4,Sale contract,,11.3,22
"Cần Thơ, Cái Răng, Nhà biệt thự, liền kề tại đường Lê Trọng Tấn",267.0,10.0,47.0,Đông - Nam,Đông - Nam,3,5,Have certificate,,17.0,22
"Đà Nẵng, Liên Chiểu, Nhà biệt thự, liền kề tại Gami Eco Charm",160.0,,,,,,,,,,22
"Đà Nẵng, Hải Châu, Nhà biệt thự, liền kề tại Regal Pavillon Đà Nẵng",120.0,6.0,,Bắc,,,,Have certificate,,15.5,22
"Hà Nội, Cầu Giấy, Nhà biệt thự, liền kề tại Khu nhà ở Học viện Tư pháp",100.0,5.95,,Tây - Bắc,,,,Have certificate,,39.5,22
"Hà Nội, Hoàng Mai, Nhà biệt thự, liền kề tại phường Đại Kim",78.0,7.0,10.0,Đông - Nam,,5,6,Have certificate,Full,31.5,22
"Vĩnh Phúc, Phúc Yên, Nhà biệt thự, liền kề tại Thanh Xuân Valley",245.15,12.0,15.0,Đông - Nam,,4,4,Have certificate,,19.0,22
"Hồ Chí Minh, Nhà Bè, Nhà biệt thự, liền kề tại đường Huỳnh Thị Đồng",624.0,23.0,12.0,,,2,2,Have certificate,Full,35.0,22
"Đồng Nai, Biên Hòa, Nhà biệt thự, liền kề tại Izumi Canaria",200.0,10.0,,Đông - Nam,Tây - Bắc,4,4,Sale contract,,15.0,22
"Đồng Nai, Biên Hòa, Nhà biệt thự, liền kề tại Izumi Gardenia",143.5,7.0,11.0,Nam,Nam,4,3,Have certificate,,7.6,22
"Hà Nội, Gia Lâm, Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm",70.8,,51.0,Đông - Nam,,3,3,Have certificate,Full,21.0,22
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Sol Lake Villa",250.0,10.0,17.5,Tây - Bắc,Đông - Bắc,6,8,Have certificate,,36.0,22
"Hải Phòng, Hồng Bàng, Nhà biệt thự, liền kề tại Royal River City",75.0,5.0,7.5,Bắc,Bắc,,,,,10.3,22
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Sol Lake Villa",162.0,9.0,13.0,Tây - Nam,Tây - Nam,6,6,Have certificate,,28.0,22
"Hà Nội, Hà Đông, Nhà biệt thự, liền kề tại Khu đô thị mới An Hưng",406.0,16.0,12.0,Tây - Nam,Tây - Bắc,8,9,Have certificate,,0.3,22
"Thanh Hóa, Thanh Hóa, Nhà biệt thự, liền kề tại Vinhomes Star City",180.0,,,,,,,Have certificate,,13.0,22
"Đồng Nai, Biên Hòa, Nhà biệt thự, liền kề tại Izumi Gardenia",164.0,8.0,,,,4,4,Have certificate,,11.0,22
"Hà Nội, Đan Phượng, Nhà biệt thự, liền kề tại Noble Palace Tây Thăng Long",75.0,5.0,,,,4,3,Have certificate,,13.2,22
"Lâm Đồng, Đà Lạt, Nhà biệt thự, liền kề tại đường Lê Văn Tám",273.0,10.0,,,,7,7,Have certificate,Full,34.0,22
"Lâm Đồng, Đà Lạt, Nhà biệt thự, liền kề tại đường Trương Văn Hoàn",602.0,13.0,8.0,,,3,4,Have certificate,Full,26.0,22
"Bà Rịa Vũng Tàu, Long Điền, Nhà biệt thự, liền kề tại Gold Coast Vũng Tàu",108.0,6.0,68.0,Đông - Nam,,,,Sale contract,,8.0,22
"Hồ Chí Minh, Quận 9, Nhà biệt thự, liền kề tại Khu dân cư Nam Long",240.0,,12.0,,,,,Have certificate,,22.0,22
"Hà Nội, Thạch Thất, Nhà biệt thự, liền kề tại Hà Nội Tropical Garden",250.0,10.0,13.0,Bắc,Bắc,5,3,Sale contract,,19.2,22
"Hồ Chí Minh, Quận 2, Nhà biệt thự, liền kề tại The Global City",152.0,8.0,17.0,Nam,Nam,5,5,Sale contract,,58.0,22
"Thừa Thiên Huế, Huế, Nhà biệt thự, liền kề tại đường Trần Thái Tông",194.7,7.9,4.5,Đông - Nam,Đông - Nam,5,6,Have certificate,,8.7,22
